# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.1752,    0.2577,    3738.939,    2.232,    41.693
2.5,    0.04,    0.0286,    0.1752,    0.2490,    3612.170,    2.156,    41.698
5.0,    0.08,    0.0594,    0.1751,    0.2398,    3478.690,    2.076,    41.671
7.5,    0.12,    0.0928,    0.1748,    0.2301,    3338.498,    1.992,    41.604
9.9,    0.16,    0.1290,    0.1744,    0.2201,    3193.087,    1.906,    41.497
12.4,    0.20,    0.1686,    0.1737,    0.2097,    3043.201,    1.816,    41.346
14.9,    0.24,    0.2120,    0.1729,    0.1992,    2889.587,    1.725,    41.150
17.4,    0.28,    0.2600,    0.1718,    0.1883,    2732.244,    1.631,    40.893
19.8,    0.33,    0.3130,    0.1704,    0.1773,    2571.919,    1.535,    40.554
22.4,    0.37,    0.3713,    0.1685,    0.1663,    2412.339,    1.440,    40.114
24.8,    0.41,    0.4352,    0.1661,    0.1554,    2254.251,    1.345,    39.536
27.3,    0.45,    0.5023,    0.1625,    0.1449,    2101.382,    1.254,    38.677
29.8,    0.49,    0.5693,    0.1570,    0.1347,    1953.734,    1.166,    37.356
32.3,    0.53,    0.6288,    0.1500,    0.1262,    1831.439,    1.093,    35.701
34.7,    0.57,    0.6734,    0.1421,    0.1202,    1744.192,    1.041,    33.811
37.2,    0.61,    0.7071,    0.1336,    0.1153,    1673.351,    0.999,    31.796
39.7,    0.65,    0.7352,    0.1252,    0.1109,    1609.220,    0.960,    29.799
42.2,    0.69,    0.7607,    0.1167,    0.1062,    1540.616,    0.919,    27.784
44.7,    0.73,    0.7834,    0.1082,    0.1012,    1468.283,    0.876,    25.751
47.2,    0.77,    0.8041,    0.0994,    0.0956,    1387.747,    0.828,    23.669
49.6,    0.81,    0.8223,    0.0905,    0.0896,    1300.501,    0.776,    21.543
52.1,    0.85,    0.8376,    0.0815,    0.0832,    1207.288,    0.720,    19.403
54.6,    0.90,    0.8493,    0.0725,    0.0764,    1108.856,    0.662,    17.255
57.1,    0.94,    0.8554,    0.0628,    0.0688,    997.746,    0.596,    14.959
59.5,    0.98,    0.8559,    0.0534,    0.0610,    884.400,    0.528,    12.709
62.0,    1.02,    0.8431,    0.0434,    0.0524,    759.868,    0.453,    10.324
64.5,    1.06,    0.8084,    0.0332,    0.0435,    630.862,    0.377,    7.904
67.0,    1.10,    0.7356,    0.0215,    0.0322,    466.808,    0.279,    5.124
69.5,    1.14,    0.5737,    0.0122,    0.0243,    351.970,    0.210,    2.909
72.0,    1.18,    0.1064,    0.0013,    0.0146,    212.524,    0.127,    0.316
