# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.1122,    0.0523,    67.859,    0.108,    5.725
0.8,    0.03,    0.0656,    0.1121,    0.0532,    68.604,    0.110,    5.720
1.6,    0.06,    0.1286,    0.1119,    0.0542,    70.096,    0.112,    5.712
2.4,    0.09,    0.1889,    0.1117,    0.0552,    71.587,    0.114,    5.698
3.2,    0.12,    0.2466,    0.1113,    0.0562,    73.079,    0.116,    5.680
3.9,    0.16,    0.3016,    0.1109,    0.0572,    73.824,    0.118,    5.658
4.7,    0.19,    0.3538,    0.1103,    0.0582,    75.316,    0.120,    5.623
5.5,    0.22,    0.4032,    0.1094,    0.0591,    76.807,    0.122,    5.583
6.3,    0.25,    0.4498,    0.1083,    0.0600,    77.553,    0.124,    5.525
7.1,    0.28,    0.4936,    0.1069,    0.0607,    78.298,    0.125,    5.454
7.9,    0.31,    0.5344,    0.1052,    0.0612,    79.044,    0.126,    5.365
8.7,    0.34,    0.5724,    0.1030,    0.0616,    79.790,    0.127,    5.253
9.5,    0.37,    0.6074,    0.1004,    0.0617,    79.790,    0.127,    5.120
10.3,    0.40,    0.6394,    0.0973,    0.0616,    79.790,    0.127,    4.964
11.1,    0.44,    0.6684,    0.0934,    0.0609,    79.044,    0.126,    4.764
11.8,    0.47,    0.6944,    0.0884,    0.0594,    76.807,    0.123,    4.510
12.7,    0.50,    0.7168,    0.0829,    0.0576,    74.570,    0.119,    4.230
13.5,    0.53,    0.7355,    0.0773,    0.0556,    72.333,    0.115,    3.946
14.2,    0.56,    0.7508,    0.0717,    0.0535,    69.350,    0.110,    3.656
15.0,    0.59,    0.7628,    0.0659,    0.0511,    66.367,    0.105,    3.358
15.8,    0.62,    0.7718,    0.0599,    0.0483,    62.639,    0.100,    3.056
16.6,    0.65,    0.7782,    0.0538,    0.0452,    58.910,    0.093,    2.745
17.4,    0.68,    0.7820,    0.0476,    0.0416,    53.690,    0.086,    2.424
18.2,    0.72,    0.7833,    0.0411,    0.0376,    48.470,    0.078,    2.100
19.0,    0.75,    0.7800,    0.0346,    0.0331,    43.251,    0.068,    1.766
19.8,    0.78,    0.7680,    0.0279,    0.0282,    36.539,    0.058,    1.423
20.6,    0.81,    0.7385,    0.0210,    0.0231,    29.828,    0.048,    1.072
21.4,    0.84,    0.6705,    0.0141,    0.0177,    23.117,    0.036,    0.721
22.1,    0.87,    0.5077,    0.0071,    0.0122,    15.660,    0.025,    0.360
22.9,    0.90,    -0.0005,    0.0000,    0.0067,    8.948,    0.014,    0.000
