# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1201,0.0718,60.402,0.032,2.807
1.6,0.04,0.0708,0.1203,0.0735,61.893,0.033,2.811
3.1,0.09,0.1384,0.1205,0.0753,63.384,0.034,2.816
4.7,0.13,0.2027,0.1207,0.0772,65.622,0.035,2.820
6.3,0.17,0.2637,0.1209,0.0793,67.113,0.036,2.825
7.8,0.22,0.3215,0.1212,0.0815,68.604,0.037,2.834
9.4,0.26,0.3760,0.1214,0.0837,70.841,0.038,2.838
11.0,0.30,0.4274,0.1214,0.0859,72.333,0.039,2.838
12.5,0.35,0.4757,0.1212,0.0881,74.570,0.040,2.834
14.1,0.39,0.5210,0.1209,0.0903,76.061,0.041,2.825
15.6,0.43,0.5633,0.1202,0.0923,78.298,0.041,2.811
17.2,0.48,0.6027,0.1192,0.0940,79.790,0.042,2.785
18.8,0.52,0.6390,0.1178,0.0956,80.536,0.043,2.753
20.3,0.56,0.6723,0.1158,0.0968,82.027,0.043,2.709
21.9,0.61,0.7027,0.1134,0.0977,82.773,0.044,2.651
23.5,0.65,0.7300,0.1103,0.0980,82.773,0.044,2.576
25.0,0.69,0.7545,0.1059,0.0971,82.027,0.044,2.478
26.6,0.73,0.7766,0.0993,0.0940,79.790,0.042,2.322
28.2,0.78,0.7950,0.0923,0.0903,76.061,0.041,2.157
29.7,0.82,0.8105,0.0850,0.0861,73.079,0.039,1.984
31.3,0.86,0.8228,0.0775,0.0814,68.604,0.036,1.810
32.9,0.91,0.8326,0.0697,0.0760,64.130,0.034,1.628
34.4,0.95,0.8401,0.0616,0.0697,58.910,0.031,1.437
36.0,0.99,0.8453,0.0531,0.0624,52.945,0.028,1.241
37.6,1.04,0.8486,0.0444,0.0543,46.233,0.024,1.036
39.1,1.08,0.8477,0.0356,0.0454,38.776,0.020,0.832
40.7,1.12,0.8387,0.0268,0.0360,30.574,0.016,0.627
42.2,1.17,0.8100,0.0180,0.0259,21.625,0.012,0.418
43.8,1.21,0.7180,0.0090,0.0151,12.677,0.007,0.209
45.4,1.25,0.0025,0.0000,0.0048,3.728,0.002,0.000
