# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0970,0.0738,24049.567,20.878,323.497
2.8,0.03,0.0381,0.0970,0.0734,23943.677,20.786,323.346
5.6,0.06,0.0764,0.0968,0.0731,23825.111,20.683,322.856
8.4,0.09,0.1151,0.0966,0.0726,23675.971,20.554,322.234
11.3,0.12,0.1541,0.0964,0.0722,23534.288,20.430,321.473
14.1,0.14,0.1933,0.0961,0.0717,23374.708,20.292,320.539
16.9,0.17,0.2329,0.0958,0.0711,23196.486,20.138,319.338
19.7,0.20,0.2727,0.0954,0.0706,23027.212,19.990,318.190
22.6,0.23,0.3128,0.0950,0.0700,22831.839,19.821,316.633
25.4,0.26,0.3532,0.0945,0.0694,22629.754,19.645,315.001
28.2,0.29,0.3936,0.0939,0.0688,22432.889,19.475,313.168
31.0,0.32,0.4342,0.0933,0.0682,22224.093,19.293,311.122
33.8,0.35,0.4743,0.0926,0.0676,22030.957,19.126,308.849
36.7,0.37,0.5124,0.0914,0.0669,21801.281,18.926,304.761
39.5,0.40,0.5472,0.0890,0.0656,21400.095,18.578,296.683
42.3,0.43,0.5737,0.0862,0.0650,21181.605,18.388,287.311
45.1,0.46,0.5987,0.0829,0.0639,20835.600,18.088,276.506
47.9,0.49,0.6303,0.0788,0.0613,19984.011,17.349,262.805
50.7,0.52,0.6579,0.0735,0.0579,18895.289,16.403,244.932
53.6,0.55,0.6795,0.0669,0.0540,17594.788,15.275,223.185
56.4,0.58,0.6985,0.0603,0.0498,16224.192,14.085,200.957
59.2,0.61,0.7074,0.0539,0.0461,15039.275,13.056,179.686
62.0,0.63,0.7106,0.0479,0.0427,13932.656,12.095,159.607
64.9,0.66,0.7079,0.0417,0.0390,12730.588,11.052,138.962
67.7,0.69,0.6961,0.0352,0.0350,11425.613,9.919,117.531
70.5,0.72,0.6700,0.0286,0.0307,10019.223,8.698,95.236
73.3,0.75,0.6172,0.0218,0.0265,8650.119,7.510,72.831
76.1,0.78,0.5260,0.0148,0.0220,7160.210,6.216,49.473
78.9,0.81,0.3590,0.0076,0.0170,5551.736,4.819,25.244
81.8,0.84,-0.0460,-0.0007,0.0120,3909.704,3.394,-2.197
