# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1926,0.2186,1220.711,0.376,16.392
2.6,0.04,0.0362,0.1922,0.2127,1187.900,0.366,16.361
5.3,0.08,0.0744,0.1917,0.2068,1155.089,0.356,16.316
7.9,0.12,0.1144,0.1910,0.2009,1122.278,0.346,16.254
10.6,0.16,0.1564,0.1900,0.1950,1088.722,0.335,16.174
13.1,0.20,0.2004,0.1889,0.1890,1055.911,0.325,16.071
15.8,0.24,0.2464,0.1874,0.1830,1022.355,0.315,15.947
18.4,0.28,0.2944,0.1855,0.1770,988.052,0.304,15.791
21.1,0.32,0.3442,0.1833,0.1709,954.496,0.294,15.595
23.7,0.36,0.3955,0.1805,0.1648,920.194,0.283,15.360
26.3,0.40,0.4478,0.1771,0.1586,885.891,0.273,15.071
29.0,0.44,0.5007,0.1729,0.1524,850.844,0.262,14.719
31.6,0.48,0.5522,0.1679,0.1463,817.287,0.252,14.288
34.2,0.52,0.6013,0.1619,0.1404,784.476,0.242,13.781
36.8,0.56,0.6464,0.1550,0.1346,751.665,0.232,13.193
39.5,0.60,0.6861,0.1471,0.1290,720.346,0.222,12.522
42.1,0.64,0.7197,0.1383,0.1233,688.281,0.212,11.766
44.7,0.68,0.7476,0.1286,0.1173,655.470,0.202,10.947
47.4,0.72,0.7716,0.1192,0.1115,622.659,0.192,10.142
50.0,0.76,0.7937,0.1094,0.1051,586.866,0.181,9.310
52.7,0.80,0.8136,0.0994,0.0980,547.344,0.169,8.456
55.3,0.84,0.8315,0.0891,0.0903,504.093,0.155,7.584
57.9,0.88,0.8466,0.0786,0.0820,457.860,0.141,6.695
60.5,0.92,0.8586,0.0680,0.0731,407.898,0.126,5.787
63.2,0.96,0.8662,0.0571,0.0635,354.207,0.109,4.862
65.8,1.00,0.8681,0.0460,0.0531,296.789,0.091,3.914
68.4,1.04,0.8586,0.0347,0.0422,235.641,0.073,2.958
71.1,1.08,0.8250,0.0233,0.0306,170.765,0.053,1.984
73.7,1.12,0.7126,0.0122,0.0193,107.381,0.033,1.041
76.3,1.16,-0.0009,0.0000,0.0078,43.996,0.013,0.000
