# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2969,0.1895,35.794,0.034,2.629
0.7,0.03,0.0523,0.2924,0.1911,35.794,0.034,2.589
1.4,0.07,0.1022,0.2872,0.1923,35.794,0.034,2.544
2.2,0.10,0.1496,0.2814,0.1930,36.539,0.035,2.491
2.9,0.14,0.1947,0.2749,0.1932,36.539,0.035,2.433
3.6,0.17,0.2375,0.2678,0.1928,35.794,0.035,2.371
4.3,0.21,0.2781,0.2601,0.1919,35.794,0.034,2.304
5.1,0.24,0.3165,0.2519,0.1906,35.794,0.034,2.233
5.8,0.27,0.3527,0.2435,0.1889,35.048,0.034,2.157
6.5,0.31,0.3867,0.2348,0.1870,35.048,0.033,2.082
7.2,0.34,0.4184,0.2259,0.1847,34.302,0.033,2.002
8.0,0.38,0.4480,0.2167,0.1820,34.302,0.033,1.922
8.7,0.41,0.4754,0.2073,0.1790,33.556,0.032,1.837
9.4,0.44,0.5004,0.1975,0.1755,32.811,0.031,1.748
10.1,0.48,0.5234,0.1875,0.1715,32.065,0.031,1.659
10.9,0.51,0.5452,0.1771,0.1667,31.319,0.030,1.570
11.6,0.55,0.5656,0.1665,0.1612,30.574,0.029,1.477
12.3,0.58,0.5836,0.1556,0.1551,29.082,0.028,1.379
13.1,0.62,0.5991,0.1444,0.1484,27.591,0.027,1.281
13.8,0.65,0.6119,0.1329,0.1411,26.099,0.025,1.179
14.5,0.68,0.6214,0.1210,0.1332,24.608,0.024,1.072
15.2,0.72,0.6272,0.1088,0.1247,23.117,0.022,0.965
15.9,0.75,0.6282,0.0964,0.1154,21.625,0.021,0.854
16.6,0.79,0.6231,0.0836,0.1056,20.134,0.019,0.738
17.4,0.82,0.6087,0.0705,0.0951,17.897,0.017,0.623
18.1,0.86,0.5803,0.0571,0.0841,15.660,0.015,0.507
18.8,0.89,0.5296,0.0433,0.0727,13.423,0.013,0.383
19.5,0.92,0.4411,0.0292,0.0611,11.185,0.011,0.258
20.3,0.96,0.2838,0.0147,0.0497,8.948,0.009,0.129
21.0,0.99,-0.0017,-0.0001,0.0386,7.457,0.007,0.000
