# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0915,0.0563,1178.206,0.511,25.706
1.8,0.02,0.0415,0.0915,0.0547,1144.649,0.497,25.697
3.7,0.05,0.0855,0.0914,0.0531,1111.093,0.482,25.675
5.5,0.07,0.1317,0.0912,0.0516,1079.028,0.469,25.631
7.4,0.10,0.1803,0.0910,0.0501,1048.454,0.455,25.555
9.3,0.12,0.2309,0.0905,0.0487,1018.626,0.442,25.430
11.1,0.15,0.2834,0.0898,0.0472,987.307,0.429,25.221
13.0,0.17,0.3372,0.0887,0.0457,956.733,0.415,24.923
14.8,0.20,0.3913,0.0873,0.0443,927.651,0.403,24.536
16.6,0.22,0.4447,0.0856,0.0430,900.060,0.391,24.056
18.5,0.25,0.4962,0.0834,0.0417,873.215,0.379,23.420
20.3,0.27,0.5436,0.0800,0.0402,841.149,0.365,22.481
22.2,0.30,0.5844,0.0764,0.0389,814.304,0.354,21.449
24.1,0.32,0.6181,0.0726,0.0379,793.425,0.344,20.404
25.9,0.35,0.6486,0.0688,0.0369,771.799,0.335,19.332
27.8,0.37,0.6769,0.0649,0.0357,747.191,0.324,18.229
29.6,0.40,0.7028,0.0609,0.0344,720.346,0.313,17.099
31.4,0.42,0.7261,0.0568,0.0330,691.264,0.300,15.956
33.3,0.45,0.7468,0.0526,0.0315,659.199,0.286,14.781
35.1,0.47,0.7649,0.0483,0.0298,623.405,0.271,13.576
37.0,0.50,0.7800,0.0439,0.0280,585.374,0.254,12.339
38.8,0.52,0.7922,0.0394,0.0259,542.870,0.236,11.076
40.7,0.55,0.8006,0.0348,0.0238,497.382,0.216,9.786
42.6,0.57,0.8032,0.0302,0.0214,448.911,0.195,8.474
44.4,0.60,0.7992,0.0254,0.0189,395.967,0.172,7.135
46.2,0.62,0.7808,0.0205,0.0163,341.531,0.148,5.765
48.1,0.65,0.7341,0.0156,0.0137,286.349,0.124,4.368
49.9,0.67,0.6358,0.0105,0.0110,231.167,0.100,2.940
51.8,0.70,0.4347,0.0053,0.0084,175.985,0.076,1.481
53.6,0.72,-0.0095,-0.0001,0.0059,123.040,0.053,-0.022
