# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0949,0.0435,255.029,0.813,21.383
0.6,0.02,0.0537,0.0939,0.0427,250.555,0.798,21.147
1.3,0.05,0.1081,0.0927,0.0420,246.081,0.783,20.880
1.9,0.07,0.1626,0.0913,0.0412,241.607,0.769,20.573
2.5,0.10,0.2169,0.0898,0.0405,237.133,0.756,20.231
3.2,0.12,0.2707,0.0881,0.0398,233.404,0.743,19.852
3.8,0.15,0.3233,0.0863,0.0391,229.676,0.731,19.430
4.5,0.17,0.3745,0.0842,0.0385,225.947,0.718,18.967
5.1,0.20,0.4238,0.0820,0.0378,221.473,0.706,18.460
5.7,0.22,0.4707,0.0795,0.0372,217.744,0.694,17.913
6.3,0.24,0.5150,0.0769,0.0365,214.016,0.681,17.321
7.0,0.27,0.5563,0.0740,0.0358,209.542,0.668,16.676
7.6,0.29,0.5944,0.0710,0.0350,205.813,0.654,15.991
8.3,0.32,0.6291,0.0677,0.0342,200.593,0.639,15.257
8.9,0.34,0.6603,0.0642,0.0333,195.373,0.622,14.466
9.6,0.37,0.6875,0.0605,0.0323,189.408,0.603,13.634
10.2,0.39,0.7113,0.0568,0.0312,183.442,0.583,12.789
10.8,0.42,0.7327,0.0529,0.0300,175.985,0.560,11.921
11.4,0.44,0.7517,0.0490,0.0287,168.528,0.535,11.032
12.1,0.46,0.7677,0.0449,0.0272,159.580,0.507,10.120
12.7,0.49,0.7800,0.0408,0.0256,149.886,0.477,9.186
13.4,0.51,0.7881,0.0366,0.0238,139.446,0.444,8.234
14.0,0.54,0.7921,0.0322,0.0219,128.260,0.409,7.259
14.6,0.56,0.7913,0.0278,0.0198,116.329,0.369,6.268
15.3,0.59,0.7816,0.0234,0.0175,102.907,0.327,5.262
15.9,0.61,0.7569,0.0188,0.0152,88.738,0.283,4.235
16.5,0.64,0.7103,0.0142,0.0127,74.570,0.237,3.194
17.2,0.66,0.6257,0.0095,0.0100,58.910,0.187,2.144
17.8,0.68,0.4519,0.0048,0.0072,42.505,0.135,1.076
18.5,0.71,0.0004,0.0000,0.0046,26.845,0.087,0.000
