# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0866,0.0512,34.302,0.054,2.589
1.0,0.04,0.0736,0.0867,0.0524,35.048,0.055,2.593
2.0,0.09,0.1441,0.0869,0.0536,35.794,0.057,2.598
3.0,0.13,0.2112,0.0871,0.0550,36.539,0.058,2.607
3.9,0.18,0.2750,0.0873,0.0564,37.285,0.060,2.611
4.9,0.22,0.3353,0.0875,0.0580,38.776,0.061,2.616
5.9,0.27,0.3923,0.0877,0.0596,39.522,0.063,2.624
6.9,0.31,0.4457,0.0879,0.0613,41.013,0.065,2.629
7.9,0.36,0.4959,0.0880,0.0631,41.759,0.067,2.633
8.9,0.40,0.5427,0.0881,0.0650,43.251,0.069,2.633
9.9,0.44,0.5862,0.0882,0.0668,44.742,0.071,2.638
10.9,0.49,0.6266,0.0882,0.0688,45.488,0.073,2.638
11.8,0.53,0.6639,0.0880,0.0707,46.979,0.075,2.633
12.8,0.58,0.6982,0.0877,0.0725,48.470,0.077,2.620
13.8,0.62,0.7295,0.0870,0.0742,49.216,0.078,2.602
14.8,0.67,0.7578,0.0857,0.0754,49.962,0.080,2.562
15.8,0.71,0.7832,0.0837,0.0760,50.708,0.080,2.504
16.8,0.76,0.8057,0.0808,0.0757,49.962,0.080,2.415
17.8,0.80,0.8252,0.0766,0.0743,49.216,0.079,2.291
18.8,0.84,0.8418,0.0708,0.0710,46.979,0.075,2.117
19.8,0.89,0.8547,0.0642,0.0668,44.742,0.071,1.922
20.7,0.93,0.8638,0.0575,0.0622,41.013,0.066,1.721
21.7,0.98,0.8694,0.0508,0.0571,38.031,0.060,1.517
22.7,1.02,0.8710,0.0439,0.0515,34.302,0.054,1.312
23.7,1.07,0.8669,0.0369,0.0454,29.828,0.048,1.103
24.7,1.11,0.8542,0.0298,0.0387,26.099,0.041,0.890
25.7,1.16,0.8253,0.0225,0.0315,20.880,0.033,0.672
26.6,1.20,0.7550,0.0151,0.0239,15.660,0.025,0.449
27.7,1.24,0.5725,0.0075,0.0164,11.185,0.017,0.227
28.7,1.29,-0.0040,0.0000,0.0091,5.966,0.010,0.000
