# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.0806,    0.0264,    575.680,    0.550,    32.112
1.0,    0.02,    0.0560,    0.0789,    0.0260,    568.223,    0.543,    31.462
2.0,    0.04,    0.1109,    0.0772,    0.0257,    560.766,    0.536,    30.782
3.0,    0.06,    0.1646,    0.0754,    0.0254,    554.055,    0.529,    30.066
4.0,    0.07,    0.2168,    0.0736,    0.0250,    546.598,    0.522,    29.314
5.1,    0.09,    0.2672,    0.0716,    0.0247,    539.887,    0.515,    28.526
6.1,    0.11,    0.3157,    0.0695,    0.0244,    532.430,    0.508,    27.704
7.1,    0.13,    0.3620,    0.0674,    0.0240,    524.973,    0.501,    26.845
8.1,    0.15,    0.4059,    0.0651,    0.0237,    516.770,    0.494,    25.946
9.1,    0.17,    0.4473,    0.0628,    0.0233,    508.567,    0.486,    25.012
10.1,    0.18,    0.4861,    0.0603,    0.0229,    499.619,    0.477,    24.043
11.1,    0.20,    0.5221,    0.0578,    0.0224,    490.671,    0.468,    23.028
12.1,    0.22,    0.5553,    0.0552,    0.0220,    480.231,    0.458,    21.983
13.1,    0.24,    0.5861,    0.0525,    0.0215,    469.045,    0.448,    20.911
14.2,    0.26,    0.6145,    0.0497,    0.0209,    456.368,    0.436,    19.817
15.2,    0.28,    0.6407,    0.0469,    0.0202,    442.200,    0.422,    18.691
16.2,    0.30,    0.6642,    0.0440,    0.0196,    427.286,    0.408,    17.539
17.2,    0.31,    0.6844,    0.0411,    0.0188,    410.881,    0.392,    16.361
18.2,    0.33,    0.7019,    0.0380,    0.0180,    392.984,    0.375,    15.155
19.2,    0.35,    0.7167,    0.0349,    0.0171,    372.850,    0.356,    13.914
20.2,    0.37,    0.7285,    0.0317,    0.0161,    351.225,    0.335,    12.646
21.2,    0.39,    0.7370,    0.0285,    0.0150,    326.617,    0.312,    11.352
22.2,    0.41,    0.7401,    0.0251,    0.0138,    301.263,    0.287,    10.017
23.2,    0.42,    0.7346,    0.0217,    0.0126,    274.418,    0.262,    8.665
24.3,    0.44,    0.7189,    0.0183,    0.0113,    246.081,    0.235,    7.291
25.3,    0.46,    0.6893,    0.0147,    0.0099,    215.507,    0.206,    5.876
26.3,    0.48,    0.6395,    0.0112,    0.0084,    182.696,    0.174,    4.444
27.3,    0.50,    0.5479,    0.0075,    0.0068,    148.394,    0.142,    2.976
28.3,    0.52,    0.3718,    0.0037,    0.0052,    113.346,    0.109,    1.495
29.3,    0.53,    -0.0045,    0.0000,    0.0037,    80.536,    0.077,    -0.013
