# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0859,0.0527,55.927,0.076,3.496
1.2,0.05,0.0730,0.0861,0.0539,56.673,0.078,3.505
2.4,0.09,0.1429,0.0863,0.0552,58.165,0.080,3.514
3.6,0.14,0.2096,0.0866,0.0566,59.656,0.082,3.523
4.7,0.18,0.2730,0.0868,0.0581,61.147,0.084,3.532
5.9,0.23,0.3329,0.0870,0.0598,63.384,0.086,3.541
7.1,0.27,0.3895,0.0873,0.0615,64.876,0.088,3.554
8.3,0.32,0.4427,0.0875,0.0633,67.113,0.091,3.563
9.5,0.37,0.4926,0.0878,0.0652,68.604,0.094,3.572
10.7,0.41,0.5392,0.0880,0.0671,70.841,0.097,3.581
11.8,0.46,0.5826,0.0881,0.0692,73.079,0.100,3.585
13.1,0.50,0.6228,0.0883,0.0713,75.316,0.103,3.594
14.2,0.55,0.6599,0.0883,0.0734,77.553,0.106,3.594
15.4,0.59,0.6942,0.0883,0.0756,79.790,0.109,3.594
16.6,0.64,0.7257,0.0876,0.0773,81.281,0.111,3.567
17.8,0.69,0.7539,0.0863,0.0785,82.773,0.113,3.514
19.0,0.73,0.7795,0.0844,0.0792,83.518,0.114,3.434
20.2,0.78,0.8023,0.0817,0.0791,83.518,0.114,3.323
21.3,0.82,0.8225,0.0780,0.0781,82.027,0.112,3.176
22.5,0.87,0.8400,0.0730,0.0755,79.790,0.109,2.971
23.7,0.91,0.8545,0.0662,0.0708,74.570,0.102,2.696
24.9,0.96,0.8647,0.0593,0.0658,69.350,0.095,2.411
26.1,1.01,0.8685,0.0522,0.0605,64.130,0.087,2.126
27.3,1.05,0.8605,0.0451,0.0551,58.165,0.079,1.837
28.4,1.10,0.8391,0.0379,0.0496,52.199,0.071,1.544
29.6,1.14,0.8008,0.0306,0.0437,46.233,0.063,1.246
30.8,1.19,0.7372,0.0231,0.0373,39.522,0.054,0.943
32.0,1.23,0.6282,0.0155,0.0305,32.065,0.044,0.632
33.2,1.28,0.4254,0.0078,0.0235,24.608,0.034,0.316
34.4,1.33,0.0080,0.0001,0.0163,17.151,0.024,0.004
