# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1105,0.1739,3267.657,1.040,25.155
3.2,0.04,0.0250,0.1108,0.1703,3201.290,1.019,25.221
6.3,0.08,0.0500,0.1113,0.1709,3212.475,1.023,25.333
9.5,0.12,0.0770,0.1115,0.1669,3137.159,0.999,25.386
12.7,0.15,0.1055,0.1117,0.1627,3056.624,0.973,25.430
15.9,0.19,0.1356,0.1119,0.1584,2977.580,0.948,25.466
19.0,0.23,0.1667,0.1120,0.1549,2910.467,0.926,25.502
22.2,0.27,0.2016,0.1120,0.1494,2808.306,0.894,25.493
25.4,0.31,0.2383,0.1119,0.1444,2713.602,0.864,25.479
28.6,0.35,0.2768,0.1118,0.1397,2624.864,0.836,25.453
31.7,0.38,0.3175,0.1116,0.1351,2538.362,0.808,25.404
34.9,0.42,0.3613,0.1113,0.1302,2446.641,0.779,25.333
38.0,0.46,0.4066,0.1109,0.1258,2363.123,0.752,25.244
41.2,0.50,0.4568,0.1103,0.1207,2267.673,0.722,25.119
44.4,0.54,0.5080,0.1097,0.1162,2183.409,0.695,24.981
47.6,0.58,0.5561,0.1091,0.1131,2125.245,0.677,24.839
50.7,0.61,0.6006,0.1081,0.1107,2079.757,0.662,24.616
53.9,0.65,0.6472,0.1042,0.1052,1976.105,0.629,23.718
57.1,0.69,0.7046,0.0983,0.0965,1813.542,0.577,22.379
60.3,0.73,0.7517,0.0918,0.0891,1674.842,0.533,20.893
63.4,0.77,0.7830,0.0842,0.0826,1552.547,0.494,19.163
66.6,0.81,0.8014,0.0764,0.0769,1445.912,0.460,17.397
69.8,0.85,0.8120,0.0688,0.0717,1346.734,0.429,15.671
73.0,0.88,0.8162,0.0601,0.0651,1222.948,0.389,13.687
76.1,0.92,0.8310,0.0508,0.0564,1059.640,0.337,11.570
79.3,0.96,0.8317,0.0419,0.0484,909.754,0.289,9.537
82.5,1.00,0.8079,0.0309,0.0382,717.363,0.228,7.028
85.7,1.04,0.7841,0.0199,0.0280,524.973,0.167,4.519
88.8,1.08,0.5037,0.0087,0.0186,348.988,0.111,1.979
92.0,1.11,-0.0764,-0.0008,0.0110,207.305,0.066,-0.173
