# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1124,0.1725,4718.043,1.325,32.868
3.5,0.04,0.0250,0.1129,0.1711,4680.012,1.314,33.006
7.1,0.08,0.0511,0.1132,0.1676,4584.563,1.288,33.113
10.6,0.11,0.0765,0.1139,0.1688,4618.865,1.297,33.299
14.2,0.15,0.1045,0.1142,0.1653,4521.924,1.270,33.388
17.7,0.19,0.1347,0.1143,0.1605,4391.427,1.233,33.424
21.2,0.23,0.1699,0.1140,0.1524,4167.717,1.171,33.344
24.8,0.26,0.2013,0.1141,0.1501,4105.823,1.153,33.362
28.3,0.30,0.2275,0.1144,0.1522,4162.497,1.169,33.451
31.8,0.34,0.2605,0.1142,0.1492,4081.961,1.146,33.388
35.4,0.38,0.2941,0.1138,0.1464,4004.408,1.125,33.282
38.9,0.42,0.3252,0.1134,0.1451,3970.106,1.115,33.170
42.5,0.45,0.3613,0.1127,0.1416,3873.911,1.088,32.957
46.0,0.49,0.3970,0.1118,0.1384,3786.664,1.064,32.681
49.5,0.53,0.4387,0.1103,0.1332,3644.235,1.023,32.263
53.1,0.57,0.4767,0.1089,0.1297,3546.549,0.996,31.849
56.6,0.61,0.5107,0.1073,0.1271,3477.944,0.977,31.373
60.2,0.64,0.5642,0.1040,0.1185,3242.303,0.911,30.412
63.7,0.68,0.6279,0.0988,0.1071,2930.600,0.823,28.887
67.2,0.72,0.6652,0.0931,0.1006,2753.124,0.773,27.232
70.8,0.76,0.6937,0.0866,0.0945,2584.596,0.726,25.333
74.3,0.79,0.7137,0.0800,0.0890,2434.710,0.684,23.380
77.9,0.83,0.7290,0.0729,0.0832,2275.130,0.639,21.307
81.4,0.87,0.7426,0.0639,0.0749,2049.183,0.576,18.700
84.9,0.91,0.7422,0.0536,0.0656,1793.408,0.504,15.676
88.5,0.95,0.7318,0.0435,0.0562,1538.379,0.432,12.726
92.0,0.98,0.7043,0.0338,0.0472,1291.552,0.363,9.888
95.5,1.02,0.6230,0.0246,0.0404,1104.382,0.310,7.202
99.1,1.06,0.4533,0.0131,0.0306,835.930,0.235,3.825
102.6,1.10,0.2836,0.0016,0.0208,567.478,0.160,0.449
