# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1273,0.1566,2070.063,0.439,18.594
3.8,0.04,0.0349,0.1277,0.1560,2062.606,0.438,18.656
7.7,0.09,0.0704,0.1281,0.1554,2053.657,0.436,18.718
11.6,0.13,0.1064,0.1286,0.1548,2046.200,0.434,18.780
15.5,0.17,0.1417,0.1291,0.1556,2056.640,0.436,18.856
19.3,0.21,0.1766,0.1297,0.1568,2072.300,0.440,18.941
23.2,0.26,0.2092,0.1304,0.1597,2110.331,0.448,19.043
27.0,0.30,0.2396,0.1312,0.1637,2164.021,0.459,19.167
30.9,0.34,0.2628,0.1325,0.1722,2276.622,0.483,19.359
34.8,0.38,0.3007,0.1325,0.1693,2238.591,0.475,19.359
38.6,0.43,0.3424,0.1322,0.1649,2179.681,0.462,19.314
42.5,0.47,0.3863,0.1317,0.1601,2116.296,0.449,19.234
46.4,0.51,0.4326,0.1309,0.1551,2049.929,0.435,19.127
50.2,0.56,0.4807,0.1300,0.1501,1983.562,0.421,18.989
54.1,0.60,0.5306,0.1288,0.1451,1917.940,0.407,18.816
57.9,0.64,0.5816,0.1274,0.1402,1853.810,0.393,18.602
61.8,0.68,0.6314,0.1257,0.1360,1797.882,0.382,18.367
65.7,0.73,0.6651,0.1244,0.1357,1794.154,0.381,18.167
69.6,0.77,0.7152,0.1203,0.1293,1709.144,0.363,17.575
73.4,0.81,0.7693,0.1128,0.1190,1572.681,0.334,16.476
77.3,0.85,0.7935,0.1031,0.1109,1466.046,0.311,15.053
81.1,0.90,0.8091,0.0942,0.1044,1380.290,0.293,13.767
85.0,0.94,0.8224,0.0847,0.0968,1278.875,0.271,12.375
88.9,0.98,0.8283,0.0747,0.0885,1170.003,0.248,10.907
92.7,1.02,0.8354,0.0625,0.0766,1012.660,0.215,9.123
96.6,1.07,0.8305,0.0510,0.0655,865.758,0.184,7.442
100.4,1.11,0.8098,0.0394,0.0539,712.889,0.151,5.747
104.3,1.15,0.7424,0.0266,0.0413,546.598,0.116,3.888
108.2,1.20,0.5558,0.0136,0.0292,386.273,0.082,1.984
112.0,1.24,-0.0186,-0.0002,0.0144,190.899,0.041,-0.031
