# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.0838,    0.0303,    5.220,    0.026,    1.357
0.2,    0.02,    0.0471,    0.0818,    0.0303,    5.220,    0.026,    1.326
0.4,    0.03,    0.0920,    0.0798,    0.0303,    5.220,    0.026,    1.290
0.6,    0.05,    0.1347,    0.0777,    0.0302,    5.220,    0.026,    1.259
0.8,    0.07,    0.1750,    0.0756,    0.0301,    5.220,    0.026,    1.223
0.9,    0.09,    0.2132,    0.0734,    0.0300,    5.220,    0.026,    1.188
1.2,    0.10,    0.2491,    0.0711,    0.0299,    5.220,    0.025,    1.152
1.3,    0.12,    0.2828,    0.0687,    0.0297,    5.220,    0.025,    1.112
1.5,    0.14,    0.3143,    0.0663,    0.0295,    5.220,    0.025,    1.072
1.7,    0.16,    0.3437,    0.0639,    0.0292,    5.220,    0.025,    1.032
1.9,    0.17,    0.3709,    0.0613,    0.0289,    5.220,    0.025,    0.992
2.1,    0.19,    0.3961,    0.0587,    0.0285,    5.220,    0.024,    0.952
2.3,    0.21,    0.4194,    0.0561,    0.0280,    5.220,    0.024,    0.907
2.5,    0.23,    0.4408,    0.0533,    0.0274,    5.220,    0.023,    0.863
2.7,    0.24,    0.4602,    0.0505,    0.0268,    4.474,    0.023,    0.818
2.9,    0.26,    0.4777,    0.0476,    0.0261,    4.474,    0.022,    0.770
3.1,    0.28,    0.4930,    0.0447,    0.0253,    4.474,    0.022,    0.725
3.3,    0.30,    0.5059,    0.0416,    0.0244,    4.474,    0.021,    0.676
3.4,    0.31,    0.5160,    0.0385,    0.0235,    4.474,    0.020,    0.623
3.7,    0.33,    0.5228,    0.0353,    0.0224,    3.728,    0.019,    0.574
3.8,    0.35,    0.5260,    0.0321,    0.0213,    3.728,    0.018,    0.520
4.0,    0.37,    0.5249,    0.0288,    0.0201,    3.728,    0.017,    0.467
4.2,    0.38,    0.5174,    0.0254,    0.0188,    2.983,    0.016,    0.409
4.4,    0.40,    0.5018,    0.0219,    0.0175,    2.983,    0.015,    0.356
4.6,    0.42,    0.4759,    0.0184,    0.0162,    2.983,    0.014,    0.298
4.8,    0.44,    0.4362,    0.0148,    0.0148,    2.983,    0.013,    0.240
5.0,    0.45,    0.3779,    0.0112,    0.0134,    2.237,    0.011,    0.182
5.2,    0.47,    0.2944,    0.0075,    0.0120,    2.237,    0.010,    0.120
5.4,    0.49,    0.1751,    0.0038,    0.0105,    2.237,    0.009,    0.062
5.6,    0.51,    -0.0003,    0.0000,    0.0090,    1.491,    0.008,    0.000
