# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1027,0.0513,105.889,0.253,8.945
1.0,0.04,0.0825,0.1029,0.0530,109.618,0.261,8.959
2.0,0.09,0.1595,0.1030,0.0549,113.346,0.271,8.972
3.0,0.13,0.2313,0.1032,0.0569,117.821,0.280,8.990
4.0,0.17,0.2979,0.1034,0.0590,121.549,0.291,9.008
5.1,0.21,0.3595,0.1036,0.0612,126.769,0.302,9.025
6.0,0.26,0.4164,0.1038,0.0636,131.243,0.313,9.043
7.1,0.30,0.4687,0.1040,0.0660,136.463,0.325,9.057
8.0,0.34,0.5168,0.1041,0.0685,141.683,0.338,9.070
9.1,0.38,0.5608,0.1042,0.0711,146.903,0.350,9.079
10.1,0.43,0.6011,0.1042,0.0737,152.123,0.363,9.070
11.1,0.47,0.6379,0.1039,0.0761,157.343,0.375,9.048
12.1,0.51,0.6717,0.1033,0.0784,161.817,0.387,8.994
13.1,0.55,0.7029,0.1020,0.0802,165.545,0.395,8.883
14.1,0.60,0.7316,0.1000,0.0813,167.782,0.401,8.705
15.1,0.64,0.7578,0.0971,0.0817,168.528,0.403,8.461
16.1,0.68,0.7817,0.0935,0.0813,167.782,0.401,8.140
17.1,0.72,0.8034,0.0889,0.0800,164.800,0.394,7.744
18.1,0.77,0.8228,0.0834,0.0775,160.325,0.382,7.264
19.1,0.81,0.8400,0.0768,0.0738,152.123,0.364,6.686
20.2,0.85,0.8548,0.0696,0.0692,143.174,0.341,6.063
21.1,0.89,0.8672,0.0624,0.0642,132.735,0.316,5.431
22.2,0.94,0.8771,0.0550,0.0586,120.803,0.289,4.786
23.2,0.98,0.8841,0.0474,0.0524,108.126,0.259,4.132
24.2,1.02,0.8872,0.0398,0.0457,94.704,0.225,3.465
25.2,1.06,0.8856,0.0320,0.0384,79.044,0.189,2.785
26.2,1.11,0.8732,0.0241,0.0305,62.639,0.150,2.095
27.2,1.15,0.8321,0.0161,0.0222,46.233,0.110,1.406
28.2,1.19,0.7036,0.0081,0.0137,28.337,0.068,0.707
29.2,1.23,0.0002,0.0000,0.0051,10.440,0.025,0.000
