# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1042,0.0624,4151.311,4.955,110.658
1.9,0.03,0.0498,0.1041,0.0619,4117.755,4.915,110.534
3.7,0.06,0.1004,0.1039,0.0613,4081.215,4.871,110.365
5.6,0.09,0.1517,0.1037,0.0607,4042.439,4.825,110.142
7.4,0.12,0.2038,0.1034,0.0601,4002.171,4.777,109.840
9.3,0.15,0.2565,0.1030,0.0595,3959.666,4.726,109.426
11.1,0.18,0.3097,0.1025,0.0588,3914.924,4.673,108.870
13.0,0.21,0.3630,0.1018,0.0581,3867.945,4.617,108.087
14.8,0.24,0.4160,0.1007,0.0574,3817.983,4.557,106.962
16.7,0.27,0.4680,0.0992,0.0565,3760.564,4.489,105.378
18.6,0.30,0.5182,0.0972,0.0556,3698.671,4.415,103.270
20.4,0.33,0.5654,0.0947,0.0546,3633.050,4.336,100.605
22.3,0.36,0.6089,0.0917,0.0535,3561.463,4.251,97.363
24.1,0.39,0.6485,0.0882,0.0523,3483.910,4.159,93.640
26.0,0.41,0.6843,0.0843,0.0511,3398.900,4.057,89.507
27.9,0.44,0.7167,0.0800,0.0496,3300.468,3.940,84.957
29.7,0.47,0.7455,0.0754,0.0479,3189.358,3.807,80.068
31.6,0.50,0.7713,0.0704,0.0459,3058.115,3.650,74.757
33.4,0.53,0.7942,0.0651,0.0437,2909.721,3.474,69.179
35.3,0.56,0.8145,0.0598,0.0413,2748.650,3.281,63.489
37.1,0.59,0.8326,0.0543,0.0386,2571.173,3.069,57.671
39.0,0.62,0.8483,0.0487,0.0357,2377.291,2.837,51.733
40.8,0.65,0.8608,0.0430,0.0325,2165.512,2.585,45.661
42.7,0.68,0.8687,0.0371,0.0291,1938.820,2.315,39.465
44.5,0.71,0.8702,0.0312,0.0255,1696.467,2.025,33.148
46.4,0.74,0.8615,0.0252,0.0216,1439.201,1.718,26.725
48.2,0.77,0.8350,0.0190,0.0175,1167.766,1.394,20.208
50.1,0.80,0.7740,0.0128,0.0132,879.180,1.050,13.580
51.9,0.83,0.6206,0.0064,0.0086,571.952,0.683,6.832
53.8,0.86,-0.0004,0.0000,0.0040,265.469,0.317,0.000
