# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0938,0.0659,1168.512,0.429,21.574
2.1,0.03,0.0388,0.0936,0.0638,1130.481,0.415,21.520
4.1,0.05,0.0801,0.0933,0.0616,1091.705,0.401,21.458
6.1,0.08,0.1242,0.0930,0.0594,1052.183,0.387,21.378
8.1,0.11,0.1713,0.0926,0.0571,1012.660,0.372,21.289
10.2,0.13,0.2220,0.0921,0.0548,971.647,0.357,21.182
12.2,0.16,0.2766,0.0915,0.0525,930.633,0.342,21.053
14.3,0.19,0.3345,0.0905,0.0501,887.383,0.326,20.813
16.3,0.21,0.3934,0.0881,0.0474,839.658,0.308,20.266
18.3,0.24,0.4535,0.0851,0.0447,791.188,0.291,19.572
20.4,0.26,0.5028,0.0818,0.0430,762.105,0.280,18.803
22.4,0.29,0.5433,0.0783,0.0419,741.971,0.273,17.998
24.5,0.32,0.5787,0.0747,0.0409,725.566,0.267,17.175
26.5,0.34,0.6120,0.0710,0.0399,706.923,0.260,16.329
28.5,0.37,0.6434,0.0672,0.0387,685.298,0.252,15.462
30.6,0.40,0.6722,0.0634,0.0374,662.181,0.243,14.572
32.6,0.42,0.6983,0.0595,0.0360,638.319,0.234,13.674
34.6,0.45,0.7223,0.0555,0.0345,612.220,0.225,12.762
36.7,0.48,0.7438,0.0514,0.0329,583.137,0.214,11.828
38.7,0.50,0.7625,0.0473,0.0311,551.818,0.203,10.871
40.7,0.53,0.7790,0.0430,0.0292,517.516,0.190,9.893
42.8,0.56,0.7925,0.0386,0.0271,479.485,0.176,8.883
44.8,0.58,0.8013,0.0342,0.0248,439.217,0.161,7.856
46.8,0.61,0.8056,0.0296,0.0223,395.967,0.145,6.806
48.9,0.63,0.8045,0.0249,0.0197,348.242,0.128,5.734
50.9,0.66,0.7940,0.0203,0.0169,299.026,0.110,4.662
53.0,0.69,0.7655,0.0154,0.0138,245.335,0.090,3.545
55.0,0.71,0.7025,0.0104,0.0106,187.916,0.069,2.398
57.0,0.74,0.5409,0.0053,0.0072,128.260,0.047,1.214
59.1,0.77,-0.0031,0.0000,0.0043,76.061,0.028,-0.004
