# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1518,0.1649,1330.329,0.635,20.658
2.2,0.04,0.0347,0.1517,0.1601,1291.552,0.617,20.640
4.3,0.07,0.0714,0.1514,0.1552,1251.284,0.598,20.604
6.5,0.11,0.1104,0.1509,0.1501,1210.271,0.578,20.542
8.7,0.15,0.1517,0.1503,0.1450,1169.257,0.558,20.453
10.9,0.18,0.1955,0.1495,0.1399,1128.244,0.539,20.342
13.0,0.22,0.2417,0.1483,0.1348,1086.485,0.519,20.186
15.2,0.26,0.2901,0.1469,0.1297,1046.217,0.499,19.990
17.3,0.29,0.3409,0.1451,0.1246,1005.203,0.480,19.746
19.5,0.33,0.3935,0.1428,0.1196,964.190,0.460,19.439
21.7,0.37,0.4472,0.1401,0.1146,924.668,0.441,19.061
23.9,0.40,0.5010,0.1367,0.1098,885.891,0.423,18.598
26.0,0.44,0.5540,0.1327,0.1052,847.861,0.405,18.055
28.2,0.48,0.6045,0.1280,0.1007,812.067,0.388,17.415
30.4,0.51,0.6509,0.1226,0.0965,777.765,0.371,16.681
32.5,0.55,0.6923,0.1162,0.0921,743.463,0.355,15.813
34.7,0.59,0.7261,0.1087,0.0877,706.923,0.338,14.795
36.9,0.62,0.7516,0.1013,0.0839,676.350,0.323,13.789
39.0,0.66,0.7745,0.0938,0.0798,643.539,0.307,12.766
41.2,0.70,0.7953,0.0861,0.0753,607.000,0.290,11.717
43.4,0.73,0.8138,0.0782,0.0703,567.478,0.271,10.640
45.6,0.77,0.8299,0.0701,0.0650,524.227,0.250,9.546
47.7,0.81,0.8432,0.0619,0.0591,476.502,0.228,8.425
49.9,0.84,0.8521,0.0535,0.0528,426.540,0.203,7.282
52.0,0.88,0.8546,0.0450,0.0462,372.850,0.178,6.116
54.2,0.91,0.8468,0.0362,0.0391,315.431,0.151,4.929
56.4,0.95,0.8196,0.0274,0.0318,256.521,0.122,3.723
58.6,0.99,0.7545,0.0184,0.0241,194.628,0.093,2.504
60.7,1.02,0.5916,0.0093,0.0160,129.752,0.062,1.259
62.9,1.06,-0.0014,0.0000,0.0079,63.384,0.030,0.000
