# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0974,0.0589,22.371,0.043,2.024
0.8,0.04,0.0726,0.0976,0.0602,23.117,0.044,2.028
1.7,0.09,0.1421,0.0978,0.0616,23.862,0.045,2.033
2.5,0.13,0.2084,0.0980,0.0632,24.608,0.046,2.037
3.3,0.18,0.2714,0.0982,0.0648,24.608,0.048,2.042
4.2,0.22,0.3311,0.0984,0.0666,25.354,0.049,2.046
5.0,0.27,0.3874,0.0986,0.0684,26.099,0.050,2.046
5.8,0.31,0.4404,0.0988,0.0703,26.845,0.052,2.051
6.6,0.36,0.4901,0.0990,0.0723,27.591,0.053,2.055
7.5,0.40,0.5366,0.0991,0.0744,28.337,0.055,2.055
8.3,0.45,0.5798,0.0991,0.0765,29.082,0.056,2.060
9.1,0.49,0.6200,0.0991,0.0787,30.574,0.058,2.055
10.0,0.54,0.6571,0.0989,0.0809,31.319,0.059,2.055
10.8,0.58,0.6912,0.0985,0.0829,32.065,0.061,2.046
11.6,0.63,0.7224,0.0976,0.0847,32.811,0.062,2.028
12.4,0.67,0.7507,0.0962,0.0861,32.811,0.063,1.997
13.3,0.72,0.7762,0.0938,0.0866,33.556,0.064,1.948
14.1,0.76,0.7989,0.0901,0.0859,32.811,0.063,1.873
14.9,0.81,0.8188,0.0849,0.0836,32.065,0.061,1.761
15.8,0.85,0.8359,0.0779,0.0793,30.574,0.058,1.619
16.6,0.90,0.8490,0.0707,0.0746,28.337,0.055,1.468
17.4,0.94,0.8586,0.0634,0.0695,26.845,0.051,1.317
18.2,0.99,0.8650,0.0560,0.0638,24.608,0.047,1.161
19.1,1.03,0.8685,0.0484,0.0574,22.371,0.042,1.005
19.9,1.07,0.8683,0.0407,0.0504,19.388,0.037,0.845
20.7,1.12,0.8607,0.0328,0.0427,16.405,0.031,0.681
21.5,1.16,0.8368,0.0248,0.0344,13.423,0.025,0.516
22.4,1.21,0.7720,0.0166,0.0260,9.694,0.019,0.343
23.2,1.25,0.5944,0.0083,0.0176,6.711,0.013,0.173
24.1,1.30,-0.0006,0.0000,0.0093,3.728,0.007,0.000
