# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1026,0.0518,3409.340,4.651,113.972
1.7,0.03,0.0550,0.1025,0.0516,3399.646,4.637,113.861
3.3,0.06,0.1103,0.1024,0.0515,3387.715,4.621,113.714
4.9,0.08,0.1657,0.1022,0.0513,3375.783,4.605,113.523
6.6,0.11,0.2213,0.1019,0.0511,3362.361,4.587,113.238
8.2,0.14,0.2768,0.1015,0.0508,3345.955,4.564,112.762
9.8,0.17,0.3319,0.1006,0.0504,3318.364,4.527,111.744
11.5,0.19,0.3860,0.0989,0.0497,3272.131,4.463,109.831
13.1,0.22,0.4385,0.0966,0.0488,3215.458,4.386,107.291
14.8,0.25,0.4869,0.0940,0.0481,3169.224,4.323,104.386
16.4,0.28,0.5315,0.0910,0.0475,3125.228,4.264,101.144
18.1,0.30,0.5733,0.0879,0.0467,3076.012,4.197,97.607
19.7,0.33,0.6123,0.0844,0.0459,3019.339,4.119,93.809
21.4,0.36,0.6487,0.0808,0.0449,2954.463,4.030,89.738
23.0,0.39,0.6817,0.0768,0.0437,2879.147,3.928,85.357
24.6,0.42,0.7117,0.0725,0.0424,2790.409,3.806,80.597
26.3,0.44,0.7390,0.0680,0.0408,2688.248,3.667,75.593
27.9,0.47,0.7641,0.0634,0.0391,2575.647,3.514,70.487
29.5,0.50,0.7866,0.0587,0.0372,2452.607,3.345,65.247
31.2,0.53,0.8072,0.0539,0.0352,2315.398,3.158,59.878
32.9,0.55,0.8257,0.0490,0.0329,2164.021,2.952,54.393
34.5,0.58,0.8419,0.0439,0.0304,1999.221,2.727,48.797
36.1,0.61,0.8547,0.0388,0.0277,1822.490,2.486,43.094
37.8,0.64,0.8633,0.0336,0.0248,1631.591,2.226,37.281
39.4,0.67,0.8666,0.0282,0.0217,1426.524,1.946,31.351
41.1,0.69,0.8618,0.0228,0.0183,1205.051,1.644,25.293
42.7,0.72,0.8445,0.0172,0.0147,967.173,1.320,19.132
44.3,0.75,0.8023,0.0116,0.0108,710.652,0.969,12.855
46.0,0.78,0.6749,0.0058,0.0067,441.454,0.602,6.481
47.7,0.80,-0.0011,0.0000,0.0036,240.115,0.327,-0.004
