# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.0872,    0.0696,    1052.928,    0.591,    20.920
2.9,    0.05,    0.0569,    0.0874,    0.0703,    1061.877,    0.597,    20.978
5.8,    0.09,    0.1128,    0.0877,    0.0711,    1074.554,    0.604,    21.040
8.6,    0.14,    0.1675,    0.0879,    0.0721,    1089.468,    0.612,    21.111
11.5,    0.18,    0.2206,    0.0882,    0.0732,    1106.619,    0.622,    21.182
14.4,    0.23,    0.2719,    0.0886,    0.0745,    1126.007,    0.633,    21.258
17.3,    0.27,    0.3217,    0.0889,    0.0759,    1146.886,    0.644,    21.338
20.2,    0.32,    0.3696,    0.0892,    0.0773,    1169.257,    0.657,    21.423
23.1,    0.37,    0.4157,    0.0896,    0.0789,    1192.374,    0.670,    21.503
25.9,    0.41,    0.4603,    0.0899,    0.0805,    1216.236,    0.683,    21.583
28.8,    0.46,    0.5032,    0.0902,    0.0820,    1240.099,    0.697,    21.658
31.7,    0.50,    0.5449,    0.0905,    0.0836,    1263.216,    0.710,    21.712
34.6,    0.55,    0.5855,    0.0906,    0.0850,    1284.841,    0.722,    21.752
37.5,    0.59,    0.6248,    0.0907,    0.0863,    1304.975,    0.733,    21.770
40.3,    0.64,    0.6624,    0.0902,    0.0873,    1319.143,    0.741,    21.658
43.2,    0.69,    0.6984,    0.0892,    0.0877,    1325.109,    0.744,    21.414
46.1,    0.73,    0.7333,    0.0878,    0.0876,    1324.363,    0.744,    21.071
49.0,    0.78,    0.7674,    0.0858,    0.0870,    1314.669,    0.739,    20.600
51.9,    0.82,    0.8003,    0.0831,    0.0855,    1292.298,    0.726,    19.946
54.8,    0.87,    0.8307,    0.0791,    0.0828,    1252.030,    0.703,    18.998
57.6,    0.92,    0.8569,    0.0734,    0.0784,    1184.917,    0.666,    17.619
60.5,    0.96,    0.8763,    0.0658,    0.0721,    1090.213,    0.613,    15.791
63.4,    1.01,    0.8848,    0.0581,    0.0661,    999.238,    0.561,    13.950
66.3,    1.05,    0.8834,    0.0503,    0.0599,    905.280,    0.509,    12.068
69.2,    1.10,    0.8687,    0.0422,    0.0534,    806.847,    0.453,    10.137
72.0,    1.14,    0.8366,    0.0341,    0.0466,    703.941,    0.395,    8.176
74.9,    1.19,    0.7769,    0.0257,    0.0394,    595.814,    0.335,    6.179
77.8,    1.24,    0.6674,    0.0173,    0.0320,    483.214,    0.272,    4.146
80.7,    1.28,    0.4556,    0.0086,    0.0243,    367.630,    0.206,    2.073
83.6,    1.33,    0.0057,    0.0001,    0.0165,    249.064,    0.140,    0.018
