# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.1227,    0.1737,    8505.453,    3.384,    65.722
3.0,    0.03,    0.0240,    0.1229,    0.1693,    8291.437,    3.299,    65.789
6.0,    0.07,    0.0490,    0.1229,    0.1658,    8116.197,    3.229,    65.816
9.1,    0.10,    0.0746,    0.1230,    0.1634,    8002.105,    3.184,    65.878
12.1,    0.13,    0.0964,    0.1236,    0.1693,    8291.437,    3.299,    66.190
15.1,    0.17,    0.1287,    0.1230,    0.1577,    7721.722,    3.072,    65.869
18.1,    0.20,    0.1573,    0.1229,    0.1547,    7574.074,    3.014,    65.798
21.1,    0.23,    0.1881,    0.1226,    0.1507,    7379.446,    2.936,    65.678
24.1,    0.26,    0.2159,    0.1225,    0.1498,    7335.450,    2.919,    65.589
27.2,    0.30,    0.2517,    0.1218,    0.1438,    7040.898,    2.801,    65.233
30.2,    0.33,    0.2845,    0.1213,    0.1408,    6893.250,    2.743,    64.971
33.2,    0.36,    0.3204,    0.1206,    0.1367,    6691.911,    2.662,    64.579
36.2,    0.40,    0.3550,    0.1198,    0.1337,    6545.008,    2.604,    64.152
39.3,    0.43,    0.3923,    0.1188,    0.1300,    6363.803,    2.532,    63.618
42.2,    0.46,    0.4354,    0.1174,    0.1246,    6103.553,    2.428,    62.889
45.3,    0.50,    0.4982,    0.1153,    0.1146,    5611.392,    2.233,    61.737
48.3,    0.53,    0.5581,    0.1131,    0.1070,    5240.779,    2.085,    60.558
51.3,    0.56,    0.6047,    0.1082,    0.1004,    4917.891,    1.957,    57.956
54.3,    0.59,    0.6422,    0.1026,    0.0949,    4649.439,    1.850,    54.953
57.4,    0.63,    0.6733,    0.0967,    0.0901,    4410.069,    1.755,    51.773
60.4,    0.66,    0.6902,    0.0908,    0.0868,    4251.235,    1.691,    48.601
63.4,    0.69,    0.7147,    0.0838,    0.0813,    3979.055,    1.583,    44.865
66.4,    0.73,    0.7276,    0.0746,    0.0745,    3647.964,    1.451,    39.967
69.4,    0.76,    0.7341,    0.0651,    0.0673,    3295.248,    1.311,    34.843
72.5,    0.79,    0.7337,    0.0552,    0.0597,    2920.906,    1.162,    29.585
75.5,    0.83,    0.7219,    0.0452,    0.0517,    2530.905,    1.007,    24.212
78.5,    0.86,    0.6897,    0.0345,    0.0430,    2105.111,    0.838,    18.500
81.5,    0.89,    0.5996,    0.0234,    0.0347,    1700.196,    0.677,    12.508
84.5,    0.92,    0.4191,    0.0118,    0.0261,    1279.621,    0.509,    6.348
87.5,    0.96,    -0.0028,    -0.0001,    0.0173,    848.606,    0.338,    -0.027
