# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.0887,    0.0506,    562.258,    0.138,    11.943
1.9,    0.02,    0.0408,    0.0887,    0.0510,    567.478,    0.139,    11.943
3.9,    0.05,    0.0809,    0.0887,    0.0514,    571.952,    0.140,    11.948
5.8,    0.07,    0.1205,    0.0887,    0.0518,    576.426,    0.141,    11.952
7.7,    0.09,    0.1597,    0.0888,    0.0521,    580.155,    0.142,    11.957
9.7,    0.12,    0.1985,    0.0888,    0.0525,    583.137,    0.143,    11.966
11.6,    0.14,    0.2371,    0.0889,    0.0528,    586.866,    0.144,    11.975
13.5,    0.16,    0.2752,    0.0890,    0.0531,    590.594,    0.145,    11.988
15.5,    0.19,    0.3123,    0.0891,    0.0535,    595.068,    0.146,    11.997
17.4,    0.21,    0.3523,    0.0888,    0.0532,    591.340,    0.145,    11.957
19.4,    0.23,    0.3897,    0.0887,    0.0534,    594.323,    0.145,    11.952
21.3,    0.26,    0.4235,    0.0894,    0.0545,    605.508,    0.148,    12.041
23.2,    0.28,    0.4584,    0.0895,    0.0549,    610.728,    0.150,    12.050
25.2,    0.30,    0.4944,    0.0890,    0.0549,    610.728,    0.150,    11.997
27.1,    0.33,    0.5265,    0.0887,    0.0553,    615.202,    0.151,    11.943
29.1,    0.35,    0.5546,    0.0868,    0.0551,    612.220,    0.150,    11.694
31.0,    0.38,    0.5792,    0.0827,    0.0536,    595.814,    0.146,    11.134
32.9,    0.40,    0.6063,    0.0772,    0.0508,    565.241,    0.138,    10.404
34.9,    0.42,    0.6188,    0.0711,    0.0485,    539.141,    0.132,    9.577
36.8,    0.45,    0.6386,    0.0663,    0.0463,    514.533,    0.126,    8.932
38.7,    0.47,    0.6481,    0.0590,    0.0427,    475.011,    0.116,    7.949
40.7,    0.49,    0.6645,    0.0520,    0.0386,    428.777,    0.105,    7.010
42.6,    0.52,    0.6710,    0.0478,    0.0368,    408.644,    0.100,    6.441
44.5,    0.54,    0.6747,    0.0413,    0.0330,    367.630,    0.090,    5.565
46.5,    0.56,    0.6693,    0.0347,    0.0292,    324.379,    0.079,    4.675
48.4,    0.59,    0.6490,    0.0279,    0.0253,    281.129,    0.069,    3.763
50.3,    0.61,    0.6016,    0.0211,    0.0213,    237.133,    0.058,    2.838
52.3,    0.63,    0.5058,    0.0140,    0.0176,    195.373,    0.048,    1.890
54.2,    0.66,    0.3269,    0.0070,    0.0141,    156.597,    0.038,    0.947
56.1,    0.68,    -0.0055,    -0.0001,    0.0109,    121.549,    0.030,    -0.013
