# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1569,0.0815,105.889,0.168,8.002
0.9,0.04,0.0662,0.1567,0.0836,108.126,0.173,7.993
1.8,0.07,0.1290,0.1565,0.0858,111.109,0.177,7.985
2.7,0.11,0.1883,0.1561,0.0879,114.092,0.181,7.967
3.6,0.14,0.2444,0.1555,0.0900,116.329,0.186,7.931
4.5,0.18,0.2975,0.1545,0.0918,119.312,0.189,7.882
5.4,0.21,0.3478,0.1531,0.0933,120.803,0.193,7.807
6.3,0.25,0.3955,0.1510,0.0945,122.295,0.195,7.704
7.2,0.28,0.4405,0.1484,0.0953,123.786,0.196,7.571
8.1,0.32,0.4830,0.1452,0.0956,123.786,0.197,7.406
9.0,0.35,0.5228,0.1413,0.0955,123.786,0.197,7.206
9.9,0.39,0.5602,0.1367,0.0949,123.040,0.196,6.975
10.8,0.42,0.5951,0.1313,0.0936,121.549,0.193,6.699
11.7,0.46,0.6276,0.1250,0.0915,118.566,0.189,6.379
12.6,0.49,0.6574,0.1186,0.0893,115.583,0.184,6.050
13.5,0.53,0.6848,0.1119,0.0867,112.601,0.179,5.712
14.3,0.57,0.7099,0.1050,0.0836,108.126,0.172,5.356
15.2,0.60,0.7327,0.0976,0.0801,103.652,0.165,4.982
16.1,0.64,0.7525,0.0901,0.0762,98.432,0.157,4.595
17.1,0.67,0.7692,0.0824,0.0719,93.212,0.148,4.204
18.0,0.71,0.7831,0.0745,0.0672,87.247,0.139,3.799
18.9,0.74,0.7933,0.0664,0.0622,80.536,0.128,3.390
19.8,0.78,0.7963,0.0582,0.0569,73.824,0.117,2.971
20.7,0.81,0.7938,0.0499,0.0511,66.367,0.105,2.544
21.5,0.85,0.7830,0.0416,0.0451,58.165,0.093,2.122
22.4,0.88,0.7582,0.0334,0.0389,50.708,0.080,1.704
23.3,0.92,0.7084,0.0250,0.0325,41.759,0.067,1.277
24.2,0.95,0.6144,0.0168,0.0262,33.556,0.054,0.859
25.1,0.99,0.4179,0.0084,0.0199,26.099,0.041,0.427
26.0,1.02,-0.0002,0.0000,0.0144,18.642,0.030,0.000
