# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1571,0.0848,2966.394,1.574,72.115
2.7,0.04,0.0647,0.1572,0.0869,3040.218,1.613,72.186
5.5,0.07,0.1264,0.1573,0.0891,3115.534,1.653,72.235
8.2,0.11,0.1851,0.1576,0.0914,3196.070,1.696,72.337
10.9,0.14,0.2406,0.1578,0.0938,3282.571,1.741,72.435
13.6,0.18,0.2928,0.1580,0.0965,3376.529,1.791,72.546
16.4,0.21,0.3417,0.1582,0.0994,3476.453,1.844,72.622
19.1,0.25,0.3876,0.1585,0.1024,3581.596,1.900,72.760
21.8,0.29,0.4306,0.1587,0.1055,3689.723,1.958,72.862
24.5,0.32,0.4706,0.1589,0.1087,3803.069,2.018,72.946
27.3,0.36,0.5092,0.1574,0.1106,3868.691,2.052,72.252
30.0,0.39,0.5476,0.1527,0.1097,3838.863,2.037,70.108
32.7,0.43,0.5842,0.1469,0.1079,3776.224,2.003,67.435
35.5,0.47,0.6191,0.1398,0.1050,3674.063,1.949,64.179
38.2,0.50,0.6519,0.1324,0.1017,3559.225,1.888,60.798
40.9,0.54,0.6830,0.1249,0.0981,3431.711,1.821,57.324
43.6,0.57,0.7115,0.1171,0.0942,3296.739,1.749,53.770
46.4,0.61,0.7370,0.1092,0.0901,3152.073,1.672,50.131
49.1,0.64,0.7600,0.1010,0.0855,2992.494,1.588,46.350
51.8,0.68,0.7806,0.0926,0.0806,2819.491,1.496,42.494
54.5,0.72,0.7930,0.0842,0.0760,2656.929,1.410,38.646
57.3,0.75,0.8042,0.0753,0.0704,2461.555,1.306,34.576
60.0,0.79,0.8047,0.0665,0.0651,2276.622,1.208,30.550
62.7,0.82,0.8142,0.0577,0.0583,2039.489,1.082,26.480
65.4,0.86,0.7929,0.0489,0.0530,1853.810,0.984,22.468
68.2,0.89,0.7652,0.0400,0.0467,1633.828,0.867,18.344
70.9,0.93,0.6997,0.0303,0.0402,1407.881,0.747,13.896
73.6,0.97,0.5949,0.0208,0.0337,1180.443,0.626,9.537
76.3,1.00,0.4247,0.0117,0.0275,962.699,0.511,5.356
79.0,1.04,0.0679,0.0014,0.0211,738.989,0.392,0.636
