# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.0897,    0.0455,    806.102,    1.925,    43.619
0.8,    0.02,    0.0456,    0.0884,    0.0439,    777.765,    1.857,    42.983
1.7,    0.05,    0.0930,    0.0870,    0.0423,    750.174,    1.791,    42.285
2.5,    0.07,    0.1420,    0.0854,    0.0409,    724.075,    1.729,    41.529
3.3,    0.09,    0.1923,    0.0837,    0.0394,    698.721,    1.668,    40.710
4.1,    0.11,    0.2436,    0.0819,    0.0381,    674.113,    1.610,    39.825
5.0,    0.14,    0.2957,    0.0799,    0.0367,    650.996,    1.553,    38.869
5.8,    0.16,    0.3477,    0.0778,    0.0355,    628.625,    1.501,    37.845
6.6,    0.18,    0.3997,    0.0756,    0.0342,    607.000,    1.449,    36.747
7.4,    0.20,    0.4507,    0.0732,    0.0331,    586.120,    1.399,    35.572
8.3,    0.23,    0.5001,    0.0706,    0.0319,    565.986,    1.352,    34.318
9.1,    0.25,    0.5473,    0.0678,    0.0309,    546.598,    1.306,    32.984
9.9,    0.27,    0.5912,    0.0649,    0.0298,    528.701,    1.261,    31.556
10.7,    0.29,    0.6308,    0.0618,    0.0288,    510.804,    1.219,    30.030
11.5,    0.32,    0.6646,    0.0584,    0.0279,    493.653,    1.179,    28.415
12.4,    0.34,    0.6928,    0.0551,    0.0270,    478.739,    1.142,    26.787
13.2,    0.36,    0.7181,    0.0517,    0.0261,    461.588,    1.103,    25.124
14.0,    0.38,    0.7411,    0.0482,    0.0250,    442.946,    1.058,    23.415
14.8,    0.41,    0.7614,    0.0446,    0.0239,    422.812,    1.009,    21.667
15.7,    0.43,    0.7790,    0.0409,    0.0226,    399.695,    0.955,    19.884
16.5,    0.45,    0.7936,    0.0371,    0.0212,    375.087,    0.896,    18.055
17.3,    0.48,    0.8049,    0.0333,    0.0197,    348.242,    0.831,    16.183
18.1,    0.50,    0.8120,    0.0294,    0.0180,    319.160,    0.762,    14.274
19.0,    0.52,    0.8121,    0.0254,    0.0163,    287.840,    0.688,    12.335
19.8,    0.54,    0.8026,    0.0213,    0.0144,    255.775,    0.610,    10.364
20.6,    0.57,    0.7776,    0.0172,    0.0125,    221.473,    0.529,    8.354
21.5,    0.59,    0.7323,    0.0130,    0.0105,    184.934,    0.442,    6.325
22.3,    0.61,    0.6488,    0.0087,    0.0082,    144.666,    0.346,    4.217
23.1,    0.63,    0.4764,    0.0044,    0.0058,    102.907,    0.246,    2.122
23.9,    0.66,    -0.0047,    0.0000,    0.0034,    60.402,    0.144,    -0.013
