# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1088,0.0494,117.821,0.281,10.609
0.9,0.04,0.0772,0.1089,0.0510,121.549,0.290,10.613
1.7,0.07,0.1495,0.1089,0.0527,125.278,0.299,10.622
2.6,0.11,0.2171,0.1090,0.0545,129.752,0.309,10.622
3.5,0.14,0.2800,0.1090,0.0563,134.226,0.320,10.627
4.4,0.18,0.3386,0.1090,0.0582,138.700,0.331,10.627
5.3,0.22,0.3928,0.1089,0.0602,143.174,0.342,10.618
6.2,0.25,0.4431,0.1088,0.0622,147.649,0.353,10.605
7.1,0.29,0.4896,0.1085,0.0642,152.868,0.364,10.578
8.0,0.33,0.5326,0.1081,0.0661,157.343,0.375,10.533
8.8,0.36,0.5724,0.1073,0.0678,161.071,0.385,10.458
9.7,0.40,0.6096,0.1059,0.0691,164.054,0.392,10.320
10.6,0.43,0.6443,0.1037,0.0699,166.291,0.397,10.106
11.5,0.47,0.6764,0.1008,0.0701,166.291,0.398,9.822
12.3,0.51,0.7058,0.0971,0.0697,165.545,0.396,9.466
13.2,0.54,0.7327,0.0928,0.0687,163.308,0.390,9.043
14.1,0.58,0.7574,0.0877,0.0670,159.580,0.380,8.545
15.0,0.62,0.7797,0.0818,0.0645,153.614,0.366,7.971
15.9,0.65,0.7994,0.0756,0.0616,146.157,0.350,7.375
16.8,0.69,0.8169,0.0694,0.0584,138.700,0.331,6.761
17.7,0.72,0.8314,0.0630,0.0548,130.497,0.311,6.143
18.6,0.76,0.8431,0.0565,0.0509,120.803,0.289,5.511
19.4,0.80,0.8526,0.0499,0.0466,111.109,0.264,4.866
20.3,0.83,0.8574,0.0432,0.0419,99.924,0.238,4.208
21.2,0.87,0.8572,0.0362,0.0367,87.247,0.208,3.532
22.0,0.90,0.8506,0.0292,0.0310,73.824,0.176,2.842
22.9,0.94,0.8287,0.0220,0.0250,59.656,0.142,2.148
23.8,0.98,0.7741,0.0148,0.0186,43.996,0.106,1.441
24.7,1.01,0.6208,0.0074,0.0121,29.082,0.069,0.725
25.6,1.05,-0.0025,0.0000,0.0064,14.914,0.036,0.000
