# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1456,0.0832,3.728,0.019,0.823
0.4,0.05,0.0853,0.1457,0.0869,4.474,0.020,0.827
0.8,0.10,0.1635,0.1459,0.0908,4.474,0.021,0.827
1.3,0.15,0.2349,0.1461,0.0949,4.474,0.022,0.827
1.7,0.20,0.3000,0.1463,0.0992,4.474,0.023,0.827
2.1,0.25,0.3592,0.1465,0.1037,5.220,0.024,0.832
2.6,0.31,0.4129,0.1466,0.1083,5.220,0.025,0.832
3.0,0.36,0.4616,0.1468,0.1132,5.220,0.026,0.832
3.4,0.41,0.5059,0.1469,0.1181,5.966,0.027,0.832
3.9,0.46,0.5460,0.1468,0.1231,5.966,0.028,0.832
4.3,0.51,0.5821,0.1467,0.1281,5.966,0.029,0.832
4.7,0.56,0.6144,0.1460,0.1330,6.711,0.031,0.827
5.2,0.61,0.6434,0.1447,0.1372,6.711,0.031,0.818
5.6,0.66,0.6692,0.1422,0.1405,6.711,0.032,0.805
6.0,0.71,0.6918,0.1385,0.1425,6.711,0.033,0.783
6.4,0.76,0.7112,0.1335,0.1432,6.711,0.033,0.756
6.9,0.81,0.7278,0.1270,0.1420,6.711,0.033,0.721
7.3,0.86,0.7417,0.1188,0.1385,6.711,0.032,0.672
7.7,0.92,0.7526,0.1098,0.1336,6.711,0.031,0.623
8.2,0.97,0.7604,0.1007,0.1279,5.966,0.029,0.569
8.6,1.02,0.7646,0.0913,0.1214,5.966,0.028,0.516
9.0,1.07,0.7690,0.0818,0.1136,5.220,0.026,0.463
9.5,1.12,0.7706,0.0722,0.1048,5.220,0.024,0.409
9.9,1.17,0.7675,0.0624,0.0951,4.474,0.022,0.356
10.3,1.22,0.7579,0.0525,0.0845,3.728,0.019,0.298
10.8,1.27,0.7388,0.0424,0.0729,3.728,0.017,0.240
11.2,1.32,0.7029,0.0321,0.0603,2.983,0.014,0.182
11.6,1.37,0.6312,0.0216,0.0469,2.237,0.011,0.120
12.1,1.42,0.4748,0.0109,0.0326,1.491,0.007,0.062
12.5,1.47,-0.0007,0.0000,0.0174,0.746,0.004,0.000
