# V,       J,     eta_p,        CT,        CP,          P,        Q,         T
0.0,    0.00,    0.0000,    0.0980,    0.0727,    762.105,    1.456,    28.642
1.2,    0.03,    0.0439,    0.0979,    0.0713,    747.937,    1.429,    28.633
2.3,    0.06,    0.0894,    0.0979,    0.0699,    733.769,    1.401,    28.615
3.4,    0.10,    0.1367,    0.0978,    0.0685,    718.855,    1.373,    28.584
4.6,    0.13,    0.1859,    0.0976,    0.0671,    703.941,    1.344,    28.540
5.7,    0.16,    0.2371,    0.0974,    0.0656,    688.281,    1.314,    28.473
6.9,    0.19,    0.2904,    0.0970,    0.0640,    671.876,    1.283,    28.371
8.0,    0.22,    0.3458,    0.0965,    0.0624,    654.724,    1.250,    28.211
9.2,    0.26,    0.4027,    0.0956,    0.0606,    636.082,    1.215,    27.944
10.3,    0.29,    0.4604,    0.0941,    0.0588,    616.694,    1.177,    27.517
11.4,    0.32,    0.5170,    0.0920,    0.0568,    596.560,    1.139,    26.898
12.6,    0.35,    0.5693,    0.0893,    0.0552,    578.663,    1.105,    26.124
13.8,    0.38,    0.6159,    0.0863,    0.0537,    563.749,    1.077,    25.239
14.9,    0.42,    0.6572,    0.0829,    0.0524,    549.581,    1.050,    24.247
16.0,    0.45,    0.6945,    0.0792,    0.0510,    534.667,    1.022,    23.153
17.2,    0.48,    0.7276,    0.0751,    0.0495,    519.007,    0.991,    21.961
18.3,    0.51,    0.7561,    0.0707,    0.0478,    501.110,    0.957,    20.662
19.5,    0.54,    0.7802,    0.0658,    0.0458,    480.231,    0.918,    19.234
20.7,    0.58,    0.8003,    0.0609,    0.0437,    458.605,    0.876,    17.793
21.8,    0.61,    0.8175,    0.0558,    0.0414,    434.743,    0.830,    16.321
22.9,    0.64,    0.8325,    0.0507,    0.0389,    407.898,    0.779,    14.813
24.1,    0.67,    0.8454,    0.0454,    0.0360,    378.070,    0.722,    13.273
25.2,    0.70,    0.8540,    0.0400,    0.0329,    345.259,    0.660,    11.703
26.4,    0.73,    0.8591,    0.0346,    0.0296,    310.211,    0.593,    10.111
27.5,    0.77,    0.8605,    0.0290,    0.0259,    271.435,    0.518,    8.492
28.7,    0.80,    0.8545,    0.0234,    0.0219,    228.930,    0.438,    6.837
29.8,    0.83,    0.8335,    0.0176,    0.0176,    184.188,    0.352,    5.155
30.9,    0.86,    0.7859,    0.0118,    0.0130,    135.717,    0.260,    3.456
32.1,    0.89,    0.6600,    0.0059,    0.0080,    84.264,    0.161,    1.735
33.3,    0.93,    -0.0015,    0.0000,    0.0034,    35.794,    0.068,    0.000
