# V,       J,     eta_p,        CT,        CP,          P,        Q,         T
0.0,    0.00,    0.0000,    0.0950,    0.0437,    3.728,    0.035,    1.112
0.2,    0.03,    0.0682,    0.0950,    0.0445,    3.728,    0.036,    1.112
0.4,    0.06,    0.1334,    0.0949,    0.0455,    3.728,    0.036,    1.112
0.7,    0.10,    0.1958,    0.0948,    0.0465,    3.728,    0.037,    1.108
0.9,    0.13,    0.2551,    0.0947,    0.0475,    3.728,    0.038,    1.108
1.2,    0.16,    0.3117,    0.0945,    0.0485,    3.728,    0.039,    1.108
1.4,    0.19,    0.3651,    0.0942,    0.0495,    4.474,    0.040,    1.103
1.6,    0.22,    0.4158,    0.0936,    0.0504,    4.474,    0.040,    1.094
1.8,    0.26,    0.4636,    0.0927,    0.0511,    4.474,    0.041,    1.085
2.1,    0.29,    0.5084,    0.0913,    0.0516,    4.474,    0.041,    1.068
2.3,    0.32,    0.5502,    0.0893,    0.0519,    4.474,    0.042,    1.045
2.5,    0.35,    0.5888,    0.0869,    0.0519,    4.474,    0.042,    1.014
2.8,    0.38,    0.6239,    0.0841,    0.0517,    4.474,    0.041,    0.983
3.0,    0.42,    0.6555,    0.0809,    0.0513,    4.474,    0.041,    0.947
3.2,    0.45,    0.6839,    0.0774,    0.0506,    4.474,    0.041,    0.903
3.4,    0.48,    0.7084,    0.0735,    0.0498,    4.474,    0.040,    0.859
3.7,    0.51,    0.7292,    0.0693,    0.0486,    3.728,    0.039,    0.810
3.9,    0.54,    0.7466,    0.0646,    0.0470,    3.728,    0.038,    0.756
4.1,    0.58,    0.7605,    0.0598,    0.0452,    3.728,    0.036,    0.698
4.3,    0.61,    0.7712,    0.0548,    0.0432,    3.728,    0.035,    0.641
4.6,    0.64,    0.7788,    0.0498,    0.0409,    3.728,    0.033,    0.583
4.8,    0.67,    0.7846,    0.0447,    0.0382,    2.983,    0.031,    0.520
5.1,    0.70,    0.7884,    0.0394,    0.0352,    2.983,    0.028,    0.463
5.3,    0.74,    0.7894,    0.0341,    0.0318,    2.983,    0.025,    0.400
5.5,    0.77,    0.7871,    0.0286,    0.0279,    2.237,    0.022,    0.334
5.7,    0.80,    0.7789,    0.0230,    0.0236,    2.237,    0.019,    0.271
5.9,    0.83,    0.7565,    0.0174,    0.0191,    1.491,    0.015,    0.205
6.2,    0.86,    0.7059,    0.0117,    0.0143,    1.491,    0.011,    0.138
6.4,    0.90,    0.5770,    0.0059,    0.0091,    0.746,    0.007,    0.067
6.7,    0.93,    0.0009,    0.0000,    0.0041,    0.000,    0.003,    0.000
