# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1194,0.0676,31.319,0.030,2.193
1.0,0.04,0.0675,0.1195,0.0690,32.065,0.031,2.193
2.0,0.08,0.1322,0.1197,0.0706,32.811,0.031,2.197
3.0,0.12,0.1940,0.1198,0.0723,33.556,0.032,2.202
4.0,0.16,0.2529,0.1200,0.0740,34.302,0.033,2.202
5.0,0.20,0.3088,0.1201,0.0758,35.048,0.034,2.206
5.9,0.23,0.3620,0.1200,0.0776,36.539,0.035,2.206
6.9,0.27,0.4123,0.1199,0.0794,37.285,0.035,2.202
7.9,0.31,0.4598,0.1196,0.0812,38.031,0.036,2.197
8.9,0.35,0.5046,0.1191,0.0829,38.776,0.037,2.189
9.9,0.39,0.5467,0.1183,0.0844,39.522,0.038,2.171
10.9,0.43,0.5862,0.1168,0.0855,40.268,0.038,2.144
11.9,0.47,0.6230,0.1147,0.0862,40.268,0.038,2.108
12.9,0.51,0.6570,0.1116,0.0861,40.268,0.038,2.051
13.9,0.55,0.6878,0.1075,0.0854,39.522,0.038,1.975
14.8,0.59,0.7155,0.1021,0.0835,38.776,0.037,1.877
15.9,0.62,0.7398,0.0957,0.0807,38.031,0.036,1.757
16.9,0.66,0.7603,0.0892,0.0778,36.539,0.035,1.637
17.8,0.70,0.7771,0.0826,0.0747,35.048,0.033,1.517
18.8,0.74,0.7905,0.0759,0.0712,33.556,0.032,1.392
19.8,0.78,0.8009,0.0690,0.0673,31.319,0.030,1.268
20.8,0.82,0.8085,0.0620,0.0629,29.082,0.028,1.139
21.8,0.86,0.8142,0.0549,0.0578,26.845,0.026,1.010
22.8,0.90,0.8178,0.0475,0.0521,24.608,0.023,0.872
23.8,0.94,0.8170,0.0400,0.0458,21.625,0.020,0.734
24.8,0.98,0.8097,0.0323,0.0389,17.897,0.017,0.592
25.7,1.01,0.7870,0.0245,0.0315,14.914,0.014,0.449
26.7,1.05,0.7285,0.0164,0.0237,11.185,0.011,0.302
27.8,1.09,0.5738,0.0082,0.0156,7.457,0.007,0.151
28.7,1.13,-0.0013,0.0000,0.0083,3.728,0.004,0.000
