# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0664,0.0249,706.923,0.337,24.710
1.3,0.02,0.0442,0.0664,0.0250,709.161,0.339,24.697
2.5,0.03,0.0861,0.0664,0.0257,727.803,0.347,24.674
3.8,0.05,0.1271,0.0663,0.0261,738.243,0.353,24.661
5.1,0.07,0.1684,0.0663,0.0262,743.463,0.355,24.652
6.3,0.08,0.2040,0.0662,0.0270,765.834,0.366,24.625
7.6,0.10,0.2436,0.0661,0.0271,768.071,0.367,24.572
8.9,0.12,0.2792,0.0656,0.0274,776.274,0.370,24.381
10.1,0.13,0.3117,0.0642,0.0274,777.019,0.371,23.860
11.4,0.15,0.3467,0.0625,0.0270,765.088,0.366,23.229
12.7,0.17,0.3794,0.0605,0.0266,752.411,0.359,22.499
13.9,0.18,0.4087,0.0583,0.0262,741.226,0.354,21.694
15.2,0.20,0.4374,0.0561,0.0256,726.312,0.347,20.858
16.5,0.22,0.4652,0.0536,0.0250,706.923,0.338,19.937
17.8,0.23,0.4900,0.0508,0.0242,685.298,0.327,18.900
19.0,0.25,0.5143,0.0480,0.0233,661.436,0.316,17.860
20.3,0.27,0.5300,0.0450,0.0226,640.556,0.306,16.725
21.6,0.28,0.5552,0.0421,0.0215,607.745,0.290,15.644
22.8,0.30,0.5705,0.0390,0.0205,580.155,0.277,14.488
24.1,0.32,0.5854,0.0358,0.0194,548.835,0.262,13.314
25.4,0.33,0.5975,0.0326,0.0182,514.533,0.246,12.113
26.6,0.35,0.6064,0.0292,0.0169,477.994,0.228,10.871
27.9,0.37,0.6115,0.0259,0.0155,439.963,0.210,9.630
29.2,0.38,0.6111,0.0225,0.0141,398.949,0.191,8.354
30.4,0.40,0.6002,0.0190,0.0126,357.936,0.171,7.050
31.7,0.42,0.5680,0.0153,0.0112,317.668,0.152,5.685
33.0,0.43,0.5139,0.0116,0.0097,275.909,0.132,4.297
34.3,0.45,0.4232,0.0077,0.0082,233.404,0.111,2.882
35.5,0.47,0.2667,0.0039,0.0067,190.899,0.091,1.437
36.8,0.48,-0.0078,-0.0001,0.0053,151.377,0.072,-0.031
