# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1230,0.0591,3610.679,2.155,92.519
2.0,0.02,0.0510,0.1227,0.0580,3545.803,2.116,92.314
3.9,0.05,0.1034,0.1222,0.0569,3481.673,2.078,91.940
5.9,0.07,0.1566,0.1211,0.0559,3415.305,2.039,91.082
7.8,0.10,0.2100,0.1193,0.0547,3343.718,1.996,89.721
9.8,0.12,0.2644,0.1170,0.0533,3257.963,1.945,88.044
11.8,0.14,0.3142,0.1144,0.0526,3217.695,1.920,86.086
13.7,0.17,0.3645,0.1113,0.0515,3146.108,1.878,83.716
15.6,0.19,0.4115,0.1078,0.0505,3086.452,1.842,81.122
17.6,0.22,0.4577,0.1042,0.0493,3016.356,1.800,78.378
19.6,0.24,0.4992,0.1003,0.0484,2958.937,1.766,75.482
21.5,0.26,0.5385,0.0963,0.0474,2894.807,1.728,72.426
23.5,0.29,0.5754,0.0920,0.0462,2824.711,1.686,69.214
25.4,0.31,0.6100,0.0875,0.0449,2746.413,1.639,65.856
27.4,0.34,0.6420,0.0830,0.0436,2663.640,1.590,62.413
29.4,0.36,0.6719,0.0783,0.0421,2572.665,1.535,58.881
31.3,0.39,0.6995,0.0735,0.0405,2474.978,1.477,55.296
33.3,0.41,0.7250,0.0686,0.0387,2369.088,1.414,51.622
35.2,0.43,0.7474,0.0636,0.0369,2255.742,1.346,47.867
37.2,0.46,0.7671,0.0585,0.0349,2133.447,1.273,44.015
39.2,0.48,0.7838,0.0533,0.0327,2000.713,1.194,40.061
41.1,0.51,0.7968,0.0479,0.0304,1857.538,1.108,36.013
43.0,0.53,0.8050,0.0424,0.0279,1703.924,1.017,31.863
45.0,0.55,0.8023,0.0368,0.0254,1551.056,0.926,27.646
47.0,0.58,0.7887,0.0311,0.0228,1391.476,0.830,23.362
48.9,0.60,0.7582,0.0252,0.0200,1223.693,0.730,18.963
50.9,0.63,0.6997,0.0193,0.0172,1053.674,0.629,14.492
52.8,0.65,0.5950,0.0131,0.0144,877.689,0.524,9.884
54.8,0.67,0.4077,0.0070,0.0116,711.398,0.424,5.293
56.8,0.70,-0.0054,-0.0001,0.0091,555.546,0.331,-0.053
