# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0898,0.0497,263.978,0.210,10.738
2.0,0.04,0.0781,0.0900,0.0511,271.435,0.216,10.760
3.9,0.09,0.1519,0.0901,0.0526,279.637,0.223,10.778
5.9,0.13,0.2215,0.0903,0.0543,288.586,0.230,10.805
7.9,0.18,0.2869,0.0905,0.0560,297.534,0.237,10.827
9.9,0.22,0.3481,0.0908,0.0578,307.228,0.245,10.854
11.8,0.27,0.4051,0.0910,0.0598,317.668,0.253,10.885
13.8,0.31,0.4582,0.0912,0.0618,328.854,0.261,10.907
15.8,0.35,0.5075,0.0914,0.0639,340.039,0.270,10.929
17.7,0.40,0.5531,0.0915,0.0661,351.225,0.280,10.947
19.7,0.44,0.5951,0.0916,0.0683,363.156,0.289,10.960
21.7,0.49,0.6338,0.0917,0.0706,375.087,0.299,10.969
23.6,0.53,0.6694,0.0917,0.0729,387.764,0.308,10.960
25.6,0.58,0.7019,0.0915,0.0752,399.695,0.318,10.947
27.6,0.62,0.7316,0.0911,0.0773,410.881,0.327,10.894
29.6,0.67,0.7585,0.0899,0.0788,419.083,0.334,10.751
31.6,0.71,0.7829,0.0879,0.0797,423.558,0.337,10.511
33.5,0.75,0.8048,0.0850,0.0796,423.558,0.337,10.169
35.5,0.80,0.8244,0.0810,0.0785,417.592,0.332,9.693
37.5,0.84,0.8419,0.0755,0.0756,401.932,0.320,9.034
39.4,0.89,0.8569,0.0685,0.0709,377.324,0.300,8.194
41.4,0.93,0.8688,0.0614,0.0658,349.733,0.278,7.340
43.4,0.98,0.8778,0.0541,0.0602,319.905,0.255,6.477
45.3,1.02,0.8805,0.0468,0.0542,287.840,0.229,5.596
47.3,1.06,0.8721,0.0393,0.0480,255.029,0.203,4.702
49.3,1.11,0.8476,0.0317,0.0415,220.727,0.175,3.794
51.3,1.15,0.7976,0.0240,0.0346,184.188,0.147,2.865
53.2,1.20,0.7004,0.0161,0.0275,146.157,0.116,1.922
55.2,1.24,0.4970,0.0081,0.0202,107.381,0.085,0.965
57.2,1.29,-0.0017,0.0000,0.0129,68.604,0.055,0.000
