# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1165,0.0517,413.118,0.359,19.977
1.1,0.02,0.0538,0.1150,0.0507,404.915,0.351,19.715
2.2,0.05,0.1082,0.1133,0.0497,396.712,0.345,19.421
3.3,0.07,0.1627,0.1113,0.0487,389.255,0.338,19.087
4.4,0.09,0.2168,0.1091,0.0478,381.798,0.331,18.705
5.5,0.12,0.2701,0.1066,0.0469,374.341,0.325,18.282
6.6,0.14,0.3218,0.1039,0.0460,367.630,0.319,17.815
7.7,0.17,0.3709,0.1010,0.0452,360.919,0.314,17.312
8.9,0.19,0.4173,0.0978,0.0445,355.699,0.309,16.770
10.0,0.21,0.4606,0.0945,0.0438,349.733,0.304,16.200
11.0,0.24,0.5010,0.0909,0.0431,343.768,0.299,15.591
12.2,0.26,0.5384,0.0872,0.0423,337.802,0.293,14.955
13.3,0.28,0.5730,0.0833,0.0414,331.091,0.287,14.288
14.4,0.31,0.6047,0.0793,0.0405,322.888,0.281,13.598
15.5,0.33,0.6340,0.0752,0.0394,314.685,0.273,12.891
16.6,0.36,0.6611,0.0709,0.0382,304.991,0.265,12.153
17.7,0.38,0.6858,0.0665,0.0368,293.806,0.255,11.396
18.8,0.40,0.7079,0.0619,0.0353,281.875,0.245,10.622
19.9,0.43,0.7275,0.0573,0.0337,268.452,0.233,9.826
21.0,0.45,0.7444,0.0526,0.0319,254.284,0.221,9.017
22.1,0.47,0.7582,0.0478,0.0299,238.624,0.207,8.194
23.2,0.50,0.7679,0.0428,0.0278,222.219,0.193,7.344
24.3,0.52,0.7738,0.0378,0.0255,203.576,0.177,6.486
25.4,0.55,0.7740,0.0327,0.0230,184.188,0.160,5.600
26.6,0.57,0.7661,0.0274,0.0204,162.563,0.141,4.702
27.6,0.59,0.7449,0.0221,0.0176,140.937,0.122,3.794
28.7,0.62,0.7004,0.0167,0.0147,117.821,0.102,2.865
29.9,0.64,0.6092,0.0112,0.0118,93.958,0.082,1.922
30.9,0.66,0.4212,0.0056,0.0089,70.841,0.062,0.965
32.1,0.69,-0.0018,0.0000,0.0061,48.470,0.042,-0.004
