# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1300,0.0834,4002.917,1.911,73.694
2.0,0.02,0.0389,0.1296,0.0791,3795.612,1.812,73.453
4.0,0.05,0.0820,0.1291,0.0747,3582.342,1.710,73.160
6.0,0.07,0.1298,0.1282,0.0703,3372.055,1.610,72.662
8.0,0.09,0.1837,0.1267,0.0654,3139.396,1.499,71.812
10.1,0.12,0.2398,0.1241,0.0614,2944.769,1.406,70.358
12.0,0.14,0.2951,0.1208,0.0583,2795.629,1.335,68.485
14.0,0.17,0.3467,0.1169,0.0560,2685.265,1.282,66.252
16.0,0.19,0.3964,0.1129,0.0540,2592.798,1.238,63.979
18.1,0.21,0.4413,0.1088,0.0526,2524.194,1.205,61.643
20.1,0.24,0.4837,0.1044,0.0512,2457.081,1.173,59.197
22.1,0.26,0.5238,0.0999,0.0498,2388.477,1.140,56.635
24.1,0.28,0.5617,0.0952,0.0482,2315.398,1.105,53.975
26.1,0.31,0.5973,0.0904,0.0466,2238.591,1.069,51.217
28.1,0.33,0.6307,0.0854,0.0450,2158.055,1.030,48.410
30.1,0.36,0.6614,0.0804,0.0432,2073.791,0.990,45.550
32.1,0.38,0.6888,0.0754,0.0415,1992.510,0.951,42.716
34.2,0.40,0.7132,0.0703,0.0398,1908.246,0.911,39.861
36.1,0.43,0.7342,0.0652,0.0379,1819.508,0.869,36.951
38.1,0.45,0.7519,0.0599,0.0359,1724.058,0.823,33.980
40.1,0.47,0.7663,0.0546,0.0338,1621.897,0.774,30.946
42.2,0.50,0.7763,0.0491,0.0315,1510.788,0.721,27.815
44.2,0.52,0.7787,0.0433,0.0290,1392.222,0.665,24.545
46.2,0.55,0.7732,0.0375,0.0265,1269.927,0.606,21.262
48.2,0.57,0.7588,0.0317,0.0238,1139.429,0.544,17.944
50.2,0.59,0.7304,0.0257,0.0209,1000.729,0.478,14.559
52.2,0.62,0.6385,0.0195,0.0189,905.280,0.432,11.067
54.2,0.64,0.5142,0.0132,0.0164,787.459,0.376,7.473
56.2,0.66,0.3255,0.0068,0.0138,662.181,0.316,3.834
58.2,0.69,0.0004,0.0000,0.0106,507.822,0.242,0.004
