# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0901,0.0545,10.440,0.026,1.197
0.7,0.04,0.0727,0.0903,0.0557,11.185,0.026,1.201
1.3,0.09,0.1423,0.0905,0.0571,11.185,0.027,1.201
2.0,0.13,0.2087,0.0907,0.0585,11.185,0.027,1.205
2.6,0.18,0.2717,0.0909,0.0601,11.931,0.028,1.210
3.3,0.22,0.3314,0.0911,0.0617,11.931,0.029,1.210
4.0,0.27,0.3878,0.0913,0.0634,12.677,0.030,1.214
4.6,0.31,0.4407,0.0915,0.0652,12.677,0.031,1.214
5.3,0.36,0.4905,0.0916,0.0671,13.423,0.032,1.219
6.0,0.40,0.5369,0.0917,0.0690,13.423,0.032,1.219
6.7,0.45,0.5802,0.0917,0.0709,14.168,0.033,1.219
7.3,0.49,0.6204,0.0917,0.0729,14.168,0.034,1.219
8.0,0.54,0.6576,0.0915,0.0749,14.914,0.035,1.214
8.6,0.58,0.6919,0.0911,0.0768,14.914,0.036,1.210
9.3,0.63,0.7232,0.0901,0.0783,15.660,0.037,1.197
10.0,0.67,0.7515,0.0884,0.0791,15.660,0.037,1.174
10.6,0.72,0.7769,0.0859,0.0794,15.660,0.037,1.143
11.3,0.76,0.7994,0.0826,0.0788,15.660,0.037,1.099
12.0,0.81,0.8190,0.0783,0.0772,14.914,0.036,1.041
12.7,0.85,0.8357,0.0725,0.0740,14.914,0.035,0.965
13.3,0.90,0.8489,0.0657,0.0695,13.423,0.033,0.872
13.9,0.94,0.8583,0.0588,0.0646,12.677,0.030,0.783
14.6,0.99,0.8637,0.0519,0.0593,11.931,0.028,0.689
15.3,1.03,0.8602,0.0448,0.0537,10.440,0.025,0.596
16.0,1.08,0.8452,0.0376,0.0479,9.694,0.022,0.498
16.6,1.12,0.8140,0.0303,0.0417,8.203,0.020,0.405
17.3,1.17,0.7586,0.0229,0.0352,6.711,0.016,0.302
17.9,1.21,0.6583,0.0153,0.0282,5.220,0.013,0.205
18.6,1.26,0.4586,0.0077,0.0210,4.474,0.010,0.102
19.3,1.30,-0.0009,0.0000,0.0139,2.983,0.007,0.000
