# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0865,0.0521,0.000,0.002,0.071
0.2,0.05,0.0741,0.0867,0.0533,0.000,0.002,0.071
0.4,0.09,0.1450,0.0869,0.0546,0.000,0.002,0.071
0.5,0.14,0.2126,0.0871,0.0560,0.000,0.002,0.071
0.7,0.18,0.2767,0.0873,0.0575,0.000,0.002,0.071
0.8,0.23,0.3372,0.0875,0.0591,0.000,0.002,0.071
1.0,0.27,0.3943,0.0878,0.0608,0.000,0.002,0.071
1.2,0.32,0.4479,0.0880,0.0626,0.000,0.002,0.071
1.3,0.36,0.4981,0.0881,0.0645,0.000,0.002,0.071
1.5,0.41,0.5449,0.0883,0.0664,0.000,0.002,0.071
1.7,0.46,0.5884,0.0884,0.0684,0.000,0.002,0.076
1.9,0.50,0.6287,0.0885,0.0705,0.000,0.002,0.076
2.0,0.55,0.6659,0.0884,0.0726,0.000,0.002,0.076
2.2,0.59,0.7001,0.0883,0.0746,0.000,0.002,0.071
2.4,0.64,0.7313,0.0876,0.0764,0.000,0.002,0.071
2.5,0.68,0.7596,0.0862,0.0776,0.000,0.002,0.071
2.7,0.73,0.7848,0.0840,0.0780,0.000,0.002,0.071
2.9,0.77,0.8073,0.0810,0.0776,0.000,0.002,0.067
3.0,0.82,0.8269,0.0768,0.0761,0.000,0.002,0.062
3.2,0.87,0.8437,0.0709,0.0727,0.000,0.002,0.058
3.4,0.91,0.8567,0.0642,0.0683,0.000,0.002,0.053
3.5,0.96,0.8659,0.0575,0.0634,0.000,0.002,0.049
3.7,1.00,0.8710,0.0506,0.0582,0.000,0.002,0.040
3.9,1.05,0.8691,0.0437,0.0526,0.000,0.002,0.036
4.1,1.09,0.8571,0.0366,0.0467,0.000,0.001,0.031
4.2,1.14,0.8311,0.0294,0.0403,0.000,0.001,0.022
4.4,1.18,0.7829,0.0222,0.0336,0.000,0.001,0.018
4.6,1.23,0.6890,0.0149,0.0265,0.000,0.001,0.013
4.7,1.27,0.4891,0.0074,0.0194,0.000,0.001,0.004
4.9,1.32,0.0074,0.0001,0.0124,0.000,0.000,0.000
