# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0771,0.0236,111.855,0.178,11.063
0.6,0.02,0.0588,0.0756,0.0237,111.855,0.178,10.845
1.2,0.04,0.1149,0.0740,0.0238,111.855,0.179,10.618
1.8,0.06,0.1682,0.0724,0.0238,112.601,0.179,10.382
2.4,0.07,0.2189,0.0706,0.0238,112.601,0.179,10.129
3.0,0.09,0.2670,0.0688,0.0238,111.855,0.179,9.866
3.6,0.11,0.3124,0.0669,0.0237,111.855,0.178,9.590
4.2,0.13,0.3553,0.0648,0.0236,111.109,0.177,9.301
4.9,0.15,0.3955,0.0627,0.0234,110.364,0.176,8.999
5.5,0.17,0.4330,0.0605,0.0232,109.618,0.174,8.683
6.1,0.18,0.4678,0.0582,0.0230,108.126,0.173,8.354
6.7,0.20,0.5003,0.0558,0.0226,106.635,0.170,8.007
7.3,0.22,0.5302,0.0533,0.0222,105.144,0.167,7.642
7.9,0.24,0.5578,0.0507,0.0218,102.907,0.164,7.273
8.5,0.26,0.5829,0.0480,0.0213,100.669,0.160,6.890
9.1,0.28,0.6054,0.0453,0.0207,97.687,0.156,6.499
9.7,0.30,0.6247,0.0425,0.0201,94.704,0.151,6.099
10.3,0.31,0.6406,0.0396,0.0194,91.721,0.146,5.685
10.9,0.33,0.6537,0.0367,0.0186,87.993,0.140,5.267
11.5,0.35,0.6645,0.0337,0.0178,84.264,0.134,4.835
12.2,0.37,0.6722,0.0306,0.0168,79.044,0.126,4.395
12.7,0.39,0.6762,0.0275,0.0158,74.570,0.118,3.946
13.4,0.41,0.6752,0.0243,0.0146,68.604,0.110,3.487
13.9,0.42,0.6663,0.0210,0.0134,63.384,0.101,3.016
14.6,0.44,0.6477,0.0177,0.0121,56.673,0.091,2.535
15.2,0.46,0.6157,0.0142,0.0107,50.708,0.080,2.042
15.8,0.48,0.5624,0.0108,0.0092,43.251,0.069,1.544
16.4,0.50,0.4714,0.0072,0.0076,35.794,0.057,1.036
17.0,0.52,0.3090,0.0036,0.0061,28.337,0.046,0.520
17.6,0.54,-0.0038,0.0000,0.0045,21.625,0.034,-0.004
