# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.1219,    0.0521,    1.491,    0.007,    0.454
0.2,    0.03,    0.0581,    0.1199,    0.0527,    1.491,    0.007,    0.445
0.4,    0.05,    0.1129,    0.1178,    0.0533,    1.491,    0.007,    0.436
0.6,    0.08,    0.1646,    0.1155,    0.0537,    1.491,    0.007,    0.431
0.8,    0.10,    0.2132,    0.1130,    0.0541,    1.491,    0.007,    0.418
1.0,    0.13,    0.2588,    0.1103,    0.0544,    1.491,    0.007,    0.409
1.2,    0.15,    0.3014,    0.1073,    0.0545,    1.491,    0.007,    0.400
1.3,    0.18,    0.3412,    0.1041,    0.0545,    1.491,    0.007,    0.387
1.6,    0.20,    0.3781,    0.1006,    0.0543,    1.491,    0.007,    0.374
1.7,    0.23,    0.4122,    0.0970,    0.0541,    1.491,    0.007,    0.360
2.0,    0.26,    0.4438,    0.0932,    0.0536,    1.491,    0.007,    0.347
2.1,    0.28,    0.4731,    0.0893,    0.0530,    1.491,    0.007,    0.334
2.3,    0.31,    0.5005,    0.0854,    0.0523,    1.491,    0.007,    0.316
2.5,    0.33,    0.5258,    0.0812,    0.0513,    1.491,    0.007,    0.302
2.7,    0.36,    0.5487,    0.0770,    0.0502,    1.491,    0.007,    0.285
2.9,    0.38,    0.5692,    0.0727,    0.0489,    1.491,    0.007,    0.271
3.1,    0.41,    0.5870,    0.0683,    0.0475,    1.491,    0.006,    0.254
3.3,    0.43,    0.6023,    0.0637,    0.0459,    1.491,    0.006,    0.236
3.5,    0.46,    0.6149,    0.0591,    0.0442,    1.491,    0.006,    0.218
3.7,    0.49,    0.6242,    0.0542,    0.0421,    1.491,    0.006,    0.200
3.9,    0.51,    0.6301,    0.0492,    0.0399,    1.491,    0.005,    0.182
4.1,    0.54,    0.6317,    0.0442,    0.0375,    0.746,    0.005,    0.165
4.3,    0.56,    0.6281,    0.0390,    0.0349,    0.746,    0.005,    0.147
4.5,    0.59,    0.6174,    0.0337,    0.0320,    0.746,    0.004,    0.125
4.6,    0.61,    0.5972,    0.0283,    0.0290,    0.746,    0.004,    0.107
4.9,    0.64,    0.5631,    0.0228,    0.0258,    0.746,    0.004,    0.085
5.1,    0.66,    0.5080,    0.0172,    0.0225,    0.746,    0.003,    0.062
5.3,    0.69,    0.4188,    0.0115,    0.0189,    0.746,    0.003,    0.044
5.5,    0.71,    0.2686,    0.0058,    0.0154,    0.746,    0.002,    0.022
5.6,    0.74,    -0.0019,    0.0000,    0.0119,    0.000,    0.002,    0.000
