# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.1230,    0.0510,    61.893,    0.085,    5.605
0.7,    0.03,    0.0596,    0.1212,    0.0516,    62.639,    0.086,    5.520
1.3,    0.05,    0.1160,    0.1191,    0.0521,    63.384,    0.086,    5.427
2.0,    0.08,    0.1695,    0.1169,    0.0525,    64.130,    0.087,    5.325
2.7,    0.10,    0.2199,    0.1144,    0.0528,    64.130,    0.088,    5.213
3.4,    0.13,    0.2675,    0.1117,    0.0530,    64.130,    0.088,    5.089
4.1,    0.15,    0.3123,    0.1087,    0.0530,    64.130,    0.088,    4.955
4.7,    0.18,    0.3543,    0.1055,    0.0529,    64.130,    0.088,    4.809
5.4,    0.20,    0.3936,    0.1020,    0.0526,    64.130,    0.087,    4.648
6.1,    0.23,    0.4304,    0.0983,    0.0522,    63.384,    0.087,    4.479
6.8,    0.25,    0.4645,    0.0945,    0.0516,    62.639,    0.086,    4.306
7.5,    0.28,    0.4956,    0.0906,    0.0510,    61.893,    0.085,    4.124
8.1,    0.30,    0.5243,    0.0865,    0.0503,    61.147,    0.083,    3.941
8.8,    0.33,    0.5511,    0.0823,    0.0493,    59.656,    0.082,    3.750
9.5,    0.36,    0.5757,    0.0780,    0.0482,    58.165,    0.080,    3.554
10.1,    0.38,    0.5979,    0.0736,    0.0469,    56.673,    0.078,    3.354
10.8,    0.41,    0.6175,    0.0691,    0.0454,    55.182,    0.075,    3.145
11.5,    0.43,    0.6345,    0.0644,    0.0438,    52.945,    0.073,    2.936
12.2,    0.46,    0.6488,    0.0597,    0.0420,    51.453,    0.070,    2.718
12.9,    0.48,    0.6600,    0.0548,    0.0401,    48.470,    0.066,    2.495
13.5,    0.51,    0.6674,    0.0498,    0.0379,    46.233,    0.063,    2.269
14.2,    0.53,    0.6702,    0.0447,    0.0355,    43.251,    0.059,    2.037
14.9,    0.56,    0.6674,    0.0394,    0.0330,    40.268,    0.055,    1.797
15.6,    0.58,    0.6575,    0.0341,    0.0303,    36.539,    0.050,    1.552
16.2,    0.61,    0.6378,    0.0286,    0.0273,    33.556,    0.045,    1.303
16.9,    0.63,    0.6039,    0.0230,    0.0242,    29.082,    0.040,    1.050
17.6,    0.66,    0.5482,    0.0174,    0.0210,    25.354,    0.035,    0.792
18.3,    0.69,    0.4559,    0.0117,    0.0175,    21.625,    0.029,    0.529
19.0,    0.71,    0.2956,    0.0059,    0.0141,    17.151,    0.023,    0.267
19.6,    0.74,    -0.0020,    0.0000,    0.0106,    12.677,    0.018,    0.000
