# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.1381,    0.1211,    3122.991,    2.485,    58.423
2.1,    0.03,    0.0399,    0.1380,    0.1188,    3064.826,    2.439,    58.401
4.2,    0.07,    0.0814,    0.1379,    0.1164,    3002.933,    2.389,    58.352
6.3,    0.10,    0.1246,    0.1377,    0.1139,    2938.057,    2.338,    58.267
8.4,    0.14,    0.1696,    0.1374,    0.1113,    2871.690,    2.285,    58.143
10.5,    0.17,    0.2166,    0.1370,    0.1087,    2803.086,    2.231,    57.974
12.6,    0.21,    0.2655,    0.1365,    0.1060,    2733.736,    2.175,    57.742
14.7,    0.24,    0.3162,    0.1358,    0.1033,    2663.640,    2.120,    57.449
16.8,    0.27,    0.3685,    0.1349,    0.1006,    2595.036,    2.065,    57.075
18.9,    0.31,    0.4220,    0.1337,    0.0979,    2526.431,    2.010,    56.559
21.0,    0.34,    0.4759,    0.1318,    0.0951,    2453.353,    1.953,    55.754
23.0,    0.38,    0.5289,    0.1290,    0.0921,    2376.545,    1.891,    54.566
25.1,    0.41,    0.5790,    0.1254,    0.0893,    2302.721,    1.832,    53.041
27.2,    0.45,    0.6244,    0.1211,    0.0866,    2233.371,    1.777,    51.226
29.3,    0.48,    0.6653,    0.1161,    0.0840,    2165.512,    1.724,    49.140
31.4,    0.52,    0.7018,    0.1106,    0.0812,    2095.417,    1.667,    46.809
33.5,    0.55,    0.7342,    0.1045,    0.0782,    2017.118,    1.605,    44.198
35.6,    0.58,    0.7623,    0.0975,    0.0747,    1926.143,    1.533,    41.239
37.7,    0.62,    0.7865,    0.0902,    0.0709,    1829.947,    1.456,    38.175
39.8,    0.65,    0.8084,    0.0828,    0.0669,    1725.550,    1.373,    35.048
41.9,    0.69,    0.8280,    0.0753,    0.0625,    1611.457,    1.282,    31.854
44.0,    0.72,    0.8456,    0.0676,    0.0577,    1486.926,    1.184,    28.593
46.1,    0.76,    0.8610,    0.0597,    0.0524,    1351.954,    1.076,    25.270
48.2,    0.79,    0.8733,    0.0517,    0.0468,    1205.797,    0.960,    21.863
50.2,    0.82,    0.8806,    0.0434,    0.0407,    1049.200,    0.835,    18.376
52.3,    0.86,    0.8787,    0.0350,    0.0343,    883.654,    0.703,    14.826
54.4,    0.89,    0.8591,    0.0265,    0.0276,    711.398,    0.566,    11.223
56.6,    0.93,    0.8023,    0.0178,    0.0206,    531.684,    0.423,    7.540
58.7,    0.96,    0.6464,    0.0090,    0.0134,    346.005,    0.276,    3.817
60.8,    1.00,    -0.0219,    -0.0001,    0.0062,    159.580,    0.127,    -0.058
