# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0902,0.0565,5.220,0.006,0.512
0.4,0.02,0.0370,0.0901,0.0566,5.220,0.006,0.512
0.8,0.05,0.0738,0.0900,0.0567,5.220,0.006,0.512
1.2,0.07,0.1105,0.0899,0.0568,5.220,0.007,0.512
1.6,0.09,0.1469,0.0898,0.0569,5.220,0.007,0.507
2.0,0.12,0.1830,0.0897,0.0569,5.220,0.007,0.507
2.4,0.14,0.2190,0.0895,0.0570,5.220,0.007,0.507
2.8,0.16,0.2547,0.0893,0.0571,5.220,0.007,0.507
3.1,0.19,0.2902,0.0890,0.0571,5.220,0.007,0.503
3.5,0.21,0.3253,0.0886,0.0570,5.220,0.007,0.503
3.9,0.23,0.3599,0.0880,0.0568,5.220,0.007,0.498
4.3,0.26,0.3940,0.0870,0.0565,5.220,0.006,0.494
4.7,0.28,0.4272,0.0855,0.0558,5.220,0.006,0.485
5.1,0.30,0.4589,0.0832,0.0548,5.220,0.006,0.472
5.5,0.33,0.4882,0.0797,0.0532,5.220,0.006,0.454
5.9,0.35,0.5146,0.0753,0.0510,5.220,0.006,0.427
6.3,0.37,0.5394,0.0707,0.0488,4.474,0.006,0.400
6.7,0.40,0.5612,0.0660,0.0465,4.474,0.005,0.374
7.1,0.42,0.5769,0.0611,0.0443,4.474,0.005,0.347
7.5,0.44,0.5889,0.0561,0.0421,3.728,0.005,0.320
7.9,0.46,0.5977,0.0510,0.0397,3.728,0.005,0.289
8.3,0.49,0.6027,0.0458,0.0371,3.728,0.004,0.258
8.7,0.51,0.6029,0.0405,0.0343,2.983,0.004,0.231
9.1,0.53,0.5964,0.0350,0.0314,2.983,0.004,0.200
9.4,0.56,0.5804,0.0295,0.0283,2.983,0.003,0.169
9.8,0.58,0.5500,0.0238,0.0252,2.237,0.003,0.133
10.2,0.60,0.4970,0.0180,0.0219,2.237,0.002,0.102
10.6,0.63,0.4070,0.0121,0.0187,1.491,0.002,0.067
11.0,0.65,0.2545,0.0061,0.0156,1.491,0.002,0.036
11.4,0.67,-0.0026,0.0000,0.0127,1.491,0.001,0.000
