# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0993,0.0378,38.031,0.045,3.692
0.6,0.02,0.0584,0.0979,0.0380,38.031,0.046,3.634
1.2,0.05,0.1144,0.0963,0.0382,38.776,0.046,3.576
1.8,0.07,0.1679,0.0946,0.0383,38.776,0.046,3.514
2.5,0.09,0.2188,0.0927,0.0384,38.776,0.046,3.443
3.1,0.11,0.2673,0.0906,0.0385,38.776,0.046,3.367
3.7,0.14,0.3131,0.0884,0.0384,38.776,0.046,3.283
4.3,0.16,0.3563,0.0859,0.0383,38.776,0.046,3.194
4.9,0.18,0.3968,0.0833,0.0381,38.031,0.046,3.096
5.5,0.20,0.4346,0.0804,0.0378,38.031,0.045,2.989
6.1,0.23,0.4695,0.0773,0.0373,37.285,0.045,2.869
6.8,0.25,0.5016,0.0740,0.0368,37.285,0.044,2.749
7.4,0.27,0.5308,0.0707,0.0362,36.539,0.043,2.624
8.0,0.29,0.5573,0.0672,0.0356,35.794,0.043,2.495
8.6,0.32,0.5810,0.0637,0.0348,35.048,0.042,2.366
9.2,0.34,0.6020,0.0601,0.0339,34.302,0.041,2.233
9.8,0.36,0.6205,0.0563,0.0330,32.811,0.040,2.091
10.5,0.39,0.6365,0.0525,0.0318,32.065,0.038,1.953
11.0,0.41,0.6500,0.0486,0.0305,30.574,0.037,1.806
11.7,0.43,0.6613,0.0446,0.0291,29.082,0.035,1.655
12.3,0.45,0.6700,0.0405,0.0274,27.591,0.033,1.503
12.9,0.48,0.6755,0.0362,0.0255,25.354,0.031,1.343
13.5,0.50,0.6774,0.0319,0.0235,23.862,0.028,1.183
14.1,0.52,0.6745,0.0275,0.0213,21.625,0.026,1.019
14.8,0.54,0.6644,0.0230,0.0189,18.642,0.023,0.854
15.4,0.57,0.6406,0.0185,0.0163,16.405,0.020,0.685
16.0,0.59,0.5940,0.0139,0.0138,14.168,0.017,0.516
16.6,0.61,0.5085,0.0093,0.0112,11.185,0.013,0.347
17.2,0.64,0.3457,0.0047,0.0086,8.948,0.010,0.173
17.8,0.66,-0.0038,0.0000,0.0060,5.966,0.007,0.000
