# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1195,0.0662,377.324,0.106,9.964
3.0,0.04,0.0765,0.1197,0.0683,389.255,0.109,9.982
6.0,0.09,0.1486,0.1199,0.0704,401.932,0.113,9.995
8.9,0.13,0.2162,0.1201,0.0727,414.609,0.116,10.013
11.9,0.17,0.2794,0.1203,0.0752,428.777,0.120,10.035
14.9,0.22,0.3384,0.1206,0.0778,443.691,0.125,10.057
17.9,0.26,0.3933,0.1209,0.0805,458.605,0.129,10.080
20.9,0.31,0.4442,0.1212,0.0833,475.011,0.133,10.102
23.9,0.35,0.4912,0.1215,0.0864,492.162,0.138,10.129
26.9,0.39,0.5346,0.1218,0.0895,510.059,0.143,10.160
29.9,0.44,0.5747,0.1222,0.0928,528.701,0.149,10.186
32.8,0.48,0.6119,0.1222,0.0959,546.598,0.154,10.191
35.8,0.52,0.6465,0.1219,0.0988,563.003,0.158,10.164
38.8,0.57,0.6786,0.1209,0.1011,576.426,0.162,10.080
41.8,0.61,0.7081,0.1191,0.1028,586.120,0.165,9.933
44.7,0.65,0.7351,0.1166,0.1039,592.086,0.166,9.724
47.7,0.70,0.7600,0.1131,0.1040,592.831,0.166,9.435
50.7,0.74,0.7839,0.1066,0.1009,574.935,0.162,8.888
53.7,0.79,0.8055,0.0986,0.0962,548.835,0.154,8.225
56.7,0.83,0.8249,0.0904,0.0908,518.261,0.145,7.535
59.7,0.87,0.8420,0.0819,0.0849,483.959,0.136,6.828
62.7,0.92,0.8566,0.0733,0.0785,447.420,0.126,6.116
65.7,0.96,0.8686,0.0646,0.0714,407.152,0.114,5.387
68.6,1.00,0.8775,0.0559,0.0639,364.647,0.102,4.662
71.6,1.05,0.8837,0.0470,0.0557,317.668,0.089,3.919
74.6,1.09,0.8847,0.0380,0.0469,267.706,0.075,3.172
77.6,1.13,0.8771,0.0288,0.0373,212.524,0.060,2.402
80.6,1.18,0.8492,0.0194,0.0269,153.614,0.043,1.619
83.6,1.22,0.7350,0.0097,0.0162,92.467,0.026,0.814
86.5,1.27,-0.0022,0.0000,0.0069,39.522,0.011,0.000
