# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.1196,    0.0687,    357.936,    0.104,    9.395
3.0,    0.05,    0.0777,    0.1198,    0.0708,    369.121,    0.107,    9.412
6.1,    0.09,    0.1508,    0.1200,    0.0730,    381.053,    0.110,    9.430
9.1,    0.14,    0.2194,    0.1203,    0.0754,    392.984,    0.114,    9.448
12.2,    0.18,    0.2836,    0.1205,    0.0780,    406.406,    0.118,    9.466
15.2,    0.23,    0.3435,    0.1208,    0.0807,    420.575,    0.122,    9.488
18.3,    0.28,    0.3991,    0.1211,    0.0835,    435.489,    0.126,    9.515
21.3,    0.32,    0.4506,    0.1214,    0.0866,    451.148,    0.131,    9.541
24.4,    0.37,    0.4982,    0.1218,    0.0897,    467.554,    0.135,    9.568
27.4,    0.41,    0.5421,    0.1222,    0.0931,    485.451,    0.140,    9.599
30.4,    0.46,    0.5825,    0.1226,    0.0965,    503.347,    0.146,    9.630
33.5,    0.50,    0.6197,    0.1229,    0.1001,    521.990,    0.151,    9.653
36.5,    0.55,    0.6542,    0.1228,    0.1034,    539.141,    0.156,    9.648
39.6,    0.60,    0.6862,    0.1222,    0.1062,    554.055,    0.160,    9.599
42.6,    0.64,    0.7156,    0.1208,    0.1084,    565.241,    0.163,    9.488
45.6,    0.69,    0.7425,    0.1186,    0.1099,    572.698,    0.166,    9.315
48.7,    0.73,    0.7670,    0.1154,    0.1104,    575.680,    0.167,    9.065
51.8,    0.78,    0.7901,    0.1098,    0.1084,    565.241,    0.163,    8.630
54.8,    0.83,    0.8118,    0.1015,    0.1033,    538.395,    0.156,    7.976
57.8,    0.87,    0.8309,    0.0930,    0.0976,    508.567,    0.147,    7.304
60.9,    0.92,    0.8479,    0.0842,    0.0912,    475.011,    0.138,    6.619
63.9,    0.96,    0.8623,    0.0753,    0.0841,    438.472,    0.127,    5.912
67.0,    1.01,    0.8744,    0.0662,    0.0764,    398.204,    0.115,    5.200
70.0,    1.06,    0.8833,    0.0571,    0.0682,    355.699,    0.103,    4.488
73.0,    1.10,    0.8897,    0.0479,    0.0592,    308.720,    0.089,    3.759
76.1,    1.15,    0.8914,    0.0385,    0.0495,    258.012,    0.075,    3.025
79.2,    1.19,    0.8856,    0.0292,    0.0393,    205.067,    0.059,    2.291
82.2,    1.24,    0.8623,    0.0197,    0.0283,    147.649,    0.043,    1.548
85.3,    1.28,    0.7648,    0.0100,    0.0168,    87.993,    0.025,    0.787
88.3,    1.33,    0.0331,    0.0002,    0.0079,    41.013,    0.012,    0.013
