# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.3038,0.1832,603.271,0.222,18.189
1.9,0.03,0.0555,0.3009,0.1861,612.965,0.225,18.015
3.8,0.07,0.1083,0.2972,0.1885,621.168,0.228,17.797
5.7,0.10,0.1585,0.2927,0.1902,627.134,0.230,17.522
7.6,0.14,0.2063,0.2872,0.1912,630.116,0.231,17.192
9.4,0.17,0.2518,0.2808,0.1914,630.862,0.232,16.810
11.4,0.21,0.2954,0.2734,0.1907,627.879,0.231,16.365
13.2,0.24,0.3371,0.2650,0.1889,622.659,0.229,15.867
15.1,0.27,0.3770,0.2561,0.1866,614.457,0.226,15.333
17.0,0.31,0.4150,0.2469,0.1839,605.508,0.222,14.781
18.9,0.34,0.4509,0.2375,0.1808,595.814,0.219,14.217
20.8,0.38,0.4850,0.2278,0.1774,584.629,0.215,13.634
22.7,0.41,0.5171,0.2178,0.1735,571.952,0.210,13.038
24.5,0.45,0.5473,0.2074,0.1692,557.038,0.205,12.419
26.5,0.48,0.5754,0.1967,0.1644,541.378,0.199,11.779
28.3,0.52,0.6013,0.1857,0.1591,524.227,0.193,11.121
30.2,0.55,0.6247,0.1744,0.1534,505.585,0.186,10.440
32.1,0.58,0.6457,0.1628,0.1472,484.705,0.178,9.746
34.0,0.62,0.6675,0.1511,0.1399,460.843,0.169,9.048
35.9,0.65,0.6832,0.1389,0.1326,436.980,0.160,8.314
37.8,0.69,0.6957,0.1264,0.1248,410.881,0.151,7.566
39.7,0.72,0.7042,0.1136,0.1163,383.290,0.141,6.797
41.6,0.76,0.7076,0.1005,0.1072,353.462,0.130,6.014
43.5,0.79,0.7035,0.0870,0.0977,322.142,0.118,5.209
45.3,0.82,0.6886,0.0733,0.0877,289.332,0.106,4.390
47.3,0.86,0.6571,0.0592,0.0774,255.029,0.094,3.545
49.1,0.89,0.6011,0.0450,0.0669,220.727,0.081,2.696
51.0,0.93,0.4974,0.0302,0.0563,185.679,0.068,1.810
52.9,0.96,0.3192,0.0152,0.0458,150.631,0.055,0.912
54.8,1.00,0.0001,0.0000,0.0355,117.075,0.043,0.000
