# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0828,0.0393,60.402,0.288,7.504
0.6,0.04,0.0724,0.0828,0.0402,61.893,0.295,7.513
1.2,0.07,0.1415,0.0829,0.0412,63.384,0.302,7.522
1.8,0.11,0.2072,0.0830,0.0423,64.876,0.310,7.531
2.4,0.14,0.2695,0.0831,0.0434,66.367,0.318,7.535
3.0,0.18,0.3284,0.0832,0.0445,68.604,0.327,7.544
3.6,0.21,0.3839,0.0832,0.0458,70.096,0.336,7.549
4.2,0.25,0.4361,0.0833,0.0470,72.333,0.345,7.553
4.8,0.28,0.4850,0.0833,0.0483,74.570,0.354,7.553
5.4,0.32,0.5308,0.0832,0.0496,76.061,0.364,7.540
5.9,0.35,0.5734,0.0827,0.0507,77.553,0.372,7.500
6.6,0.39,0.6131,0.0817,0.0516,79.044,0.378,7.411
7.2,0.42,0.6495,0.0803,0.0522,79.790,0.383,7.282
7.7,0.46,0.6825,0.0784,0.0525,80.536,0.385,7.108
8.4,0.49,0.7123,0.0761,0.0526,80.536,0.386,6.899
8.9,0.53,0.7389,0.0733,0.0523,80.536,0.384,6.646
9.5,0.56,0.7621,0.0699,0.0517,79.044,0.379,6.343
10.1,0.60,0.7822,0.0660,0.0504,77.553,0.370,5.983
10.7,0.63,0.7994,0.0610,0.0483,74.570,0.355,5.534
11.3,0.67,0.8129,0.0560,0.0460,70.841,0.337,5.075
11.9,0.70,0.8232,0.0508,0.0434,66.367,0.318,4.604
12.5,0.74,0.8305,0.0455,0.0405,61.893,0.297,4.128
13.1,0.77,0.8355,0.0402,0.0372,57.419,0.273,3.643
13.7,0.81,0.8375,0.0347,0.0336,51.453,0.246,3.149
14.3,0.84,0.8362,0.0292,0.0295,45.488,0.216,2.647
14.9,0.88,0.8287,0.0235,0.0249,38.031,0.183,2.131
15.5,0.91,0.8062,0.0177,0.0201,30.574,0.147,1.606
16.1,0.95,0.7504,0.0119,0.0151,23.117,0.110,1.081
16.7,0.99,0.6031,0.0060,0.0098,14.914,0.072,0.543
17.3,1.02,0.0001,0.0000,0.0044,6.711,0.032,0.000
