# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.0884,    0.0784,    1407.136,    0.747,    23.789
2.6,    0.04,    0.0450,    0.0886,    0.0782,    1402.661,    0.744,    23.851
5.3,    0.08,    0.0906,    0.0888,    0.0779,    1398.187,    0.742,    23.905
8.0,    0.12,    0.1365,    0.0890,    0.0777,    1394.459,    0.740,    23.958
10.6,    0.16,    0.1826,    0.0892,    0.0776,    1392.967,    0.739,    24.012
13.2,    0.20,    0.2289,    0.0894,    0.0775,    1391.476,    0.738,    24.056
15.9,    0.24,    0.2752,    0.0895,    0.0775,    1390.730,    0.738,    24.092
18.6,    0.28,    0.3215,    0.0896,    0.0775,    1390.730,    0.738,    24.114
21.2,    0.32,    0.3677,    0.0897,    0.0775,    1389.985,    0.738,    24.132
23.8,    0.36,    0.4139,    0.0896,    0.0774,    1389.239,    0.737,    24.123
26.5,    0.40,    0.4597,    0.0896,    0.0774,    1388.493,    0.737,    24.100
29.1,    0.44,    0.5057,    0.0894,    0.0772,    1385.510,    0.735,    24.047
31.8,    0.48,    0.5512,    0.0890,    0.0770,    1381.782,    0.733,    23.963
34.4,    0.52,    0.5963,    0.0886,    0.0767,    1376.562,    0.730,    23.838
37.1,    0.56,    0.6412,    0.0879,    0.0762,    1368.359,    0.726,    23.660
39.7,    0.60,    0.6853,    0.0869,    0.0756,    1356.428,    0.720,    23.398
42.4,    0.64,    0.7284,    0.0855,    0.0746,    1339.277,    0.710,    23.015
45.0,    0.68,    0.7694,    0.0831,    0.0729,    1308.703,    0.694,    22.361
47.7,    0.71,    0.8065,    0.0792,    0.0702,    1259.487,    0.668,    21.316
50.3,    0.75,    0.8366,    0.0735,    0.0663,    1190.137,    0.631,    19.790
53.0,    0.79,    0.8571,    0.0667,    0.0619,    1109.601,    0.589,    17.957
55.6,    0.83,    0.8710,    0.0599,    0.0574,    1029.812,    0.546,    16.125
58.2,    0.87,    0.8826,    0.0530,    0.0524,    941.073,    0.499,    14.257
60.9,    0.91,    0.8908,    0.0459,    0.0470,    844.132,    0.448,    12.339
63.6,    0.95,    0.8941,    0.0386,    0.0411,    738.243,    0.392,    10.387
66.2,    0.99,    0.8890,    0.0312,    0.0348,    624.896,    0.332,    8.394
68.8,    1.03,    0.8624,    0.0237,    0.0283,    508.567,    0.270,    6.370
71.5,    1.07,    0.7896,    0.0161,    0.0218,    391.492,    0.208,    4.319
74.2,    1.11,    0.5952,    0.0082,    0.0153,    275.163,    0.146,    2.211
76.8,    1.15,    -0.0023,    0.0000,    0.0088,    158.834,    0.084,    -0.004
