# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1004,0.0748,762.105,0.560,19.581
1.9,0.04,0.0499,0.1005,0.0745,759.868,0.558,19.608
3.9,0.07,0.1002,0.1006,0.0744,758.377,0.557,19.630
5.8,0.11,0.1507,0.1007,0.0743,757.631,0.556,19.648
7.7,0.15,0.2013,0.1008,0.0742,756.140,0.556,19.661
9.7,0.19,0.2519,0.1008,0.0741,755.394,0.555,19.666
11.6,0.22,0.3024,0.1008,0.0740,755.394,0.555,19.657
13.5,0.26,0.3527,0.1007,0.0740,754.648,0.554,19.634
15.5,0.30,0.4027,0.1004,0.0739,753.157,0.553,19.590
17.4,0.33,0.4522,0.1001,0.0737,751.665,0.552,19.514
19.4,0.37,0.5011,0.0995,0.0735,750.174,0.551,19.412
21.3,0.41,0.5491,0.0988,0.0733,747.191,0.549,19.265
23.2,0.44,0.5962,0.0978,0.0729,742.717,0.546,19.070
25.2,0.48,0.6417,0.0964,0.0723,737.497,0.542,18.798
27.1,0.52,0.6853,0.0944,0.0714,728.549,0.535,18.420
29.1,0.56,0.7260,0.0915,0.0700,713.635,0.524,17.846
31.0,0.59,0.7621,0.0873,0.0678,692.009,0.508,17.019
32.9,0.63,0.7913,0.0813,0.0647,659.944,0.485,15.862
34.8,0.67,0.8123,0.0752,0.0617,629.371,0.462,14.670
36.8,0.70,0.8302,0.0690,0.0585,595.814,0.438,13.456
38.7,0.74,0.8458,0.0626,0.0548,559.275,0.411,12.219
40.6,0.78,0.8588,0.0562,0.0508,518.261,0.381,10.952
42.6,0.81,0.8690,0.0495,0.0464,473.519,0.348,9.666
44.5,0.85,0.8760,0.0428,0.0416,424.303,0.312,8.354
46.4,0.89,0.8787,0.0360,0.0364,370.613,0.273,7.015
48.4,0.93,0.8714,0.0290,0.0308,313.940,0.231,5.654
50.3,0.96,0.8468,0.0219,0.0249,253.538,0.187,4.270
52.3,1.00,0.7780,0.0147,0.0189,192.391,0.141,2.860
54.2,1.04,0.5934,0.0074,0.0129,131.989,0.097,1.441
56.1,1.07,-0.0053,0.0000,0.0072,73.079,0.054,-0.009
