# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0927,0.0466,3.728,0.038,1.099
0.3,0.03,0.0682,0.0928,0.0476,3.728,0.039,1.099
0.5,0.07,0.1336,0.0929,0.0487,4.474,0.040,1.099
0.8,0.10,0.1961,0.0930,0.0498,4.474,0.040,1.099
1.0,0.14,0.2559,0.0931,0.0509,4.474,0.041,1.103
1.3,0.17,0.3127,0.0931,0.0521,4.474,0.042,1.103
1.5,0.21,0.3666,0.0931,0.0533,4.474,0.043,1.103
1.7,0.24,0.4178,0.0930,0.0545,4.474,0.044,1.099
2.0,0.28,0.4661,0.0926,0.0556,4.474,0.045,1.094
2.3,0.31,0.5115,0.0920,0.0566,4.474,0.046,1.090
2.5,0.35,0.5541,0.0910,0.0575,5.220,0.047,1.076
2.8,0.38,0.5939,0.0896,0.0581,5.220,0.047,1.063
3.0,0.42,0.6307,0.0878,0.0585,5.220,0.048,1.041
3.3,0.45,0.6645,0.0856,0.0586,5.220,0.048,1.014
3.5,0.49,0.6951,0.0828,0.0584,5.220,0.047,0.979
3.8,0.52,0.7223,0.0794,0.0577,5.220,0.047,0.939
4.0,0.56,0.7459,0.0754,0.0566,4.474,0.046,0.894
4.3,0.59,0.7658,0.0704,0.0547,4.474,0.045,0.832
4.5,0.63,0.7816,0.0651,0.0524,4.474,0.043,0.770
4.8,0.66,0.7937,0.0597,0.0500,4.474,0.041,0.707
5.1,0.70,0.8023,0.0542,0.0472,3.728,0.038,0.641
5.3,0.73,0.8080,0.0486,0.0442,3.728,0.036,0.574
5.5,0.77,0.8111,0.0429,0.0407,3.728,0.033,0.507
5.8,0.80,0.8113,0.0370,0.0367,2.983,0.030,0.436
6.0,0.84,0.8068,0.0311,0.0323,2.983,0.026,0.369
6.3,0.87,0.7946,0.0250,0.0275,2.237,0.022,0.294
6.5,0.91,0.7657,0.0188,0.0224,2.237,0.018,0.222
6.8,0.94,0.6992,0.0126,0.0170,1.491,0.014,0.151
7.1,0.98,0.5388,0.0063,0.0115,0.746,0.009,0.076
7.3,1.01,-0.0034,0.0000,0.0059,0.746,0.005,0.000
