# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0933,0.0384,4.474,0.042,1.388
0.2,0.03,0.0647,0.0927,0.0389,4.474,0.042,1.379
0.4,0.05,0.1268,0.0921,0.0394,4.474,0.043,1.370
0.6,0.08,0.1863,0.0913,0.0399,4.474,0.043,1.357
0.8,0.11,0.2430,0.0904,0.0404,4.474,0.044,1.343
1.0,0.14,0.2970,0.0893,0.0408,4.474,0.044,1.330
1.3,0.16,0.3482,0.0880,0.0412,4.474,0.045,1.308
1.4,0.19,0.3965,0.0865,0.0415,4.474,0.045,1.286
1.7,0.22,0.4418,0.0847,0.0416,4.474,0.045,1.259
1.9,0.24,0.4842,0.0827,0.0417,4.474,0.045,1.228
2.1,0.27,0.5234,0.0803,0.0417,4.474,0.045,1.197
2.3,0.30,0.5594,0.0778,0.0415,4.474,0.045,1.157
2.5,0.33,0.5920,0.0750,0.0413,4.474,0.045,1.117
2.7,0.35,0.6214,0.0719,0.0408,4.474,0.044,1.068
2.9,0.38,0.6473,0.0686,0.0403,4.474,0.044,1.019
3.1,0.41,0.6697,0.0649,0.0395,4.474,0.043,0.965
3.3,0.43,0.6887,0.0609,0.0384,4.474,0.042,0.907
3.5,0.46,0.7042,0.0567,0.0372,4.474,0.040,0.845
3.7,0.49,0.7165,0.0525,0.0358,3.728,0.039,0.778
3.9,0.52,0.7259,0.0481,0.0342,3.728,0.037,0.716
4.2,0.54,0.7328,0.0437,0.0324,3.728,0.035,0.649
4.3,0.57,0.7374,0.0392,0.0303,3.728,0.033,0.583
4.6,0.60,0.7391,0.0346,0.0279,2.983,0.030,0.516
4.7,0.62,0.7372,0.0298,0.0253,2.983,0.027,0.445
5.0,0.65,0.7310,0.0250,0.0223,2.237,0.024,0.374
5.2,0.68,0.7142,0.0201,0.0191,2.237,0.021,0.298
5.4,0.71,0.6780,0.0151,0.0158,1.491,0.017,0.227
5.6,0.73,0.6050,0.0101,0.0123,1.491,0.013,0.151
5.8,0.76,0.4473,0.0051,0.0087,0.746,0.009,0.076
6.0,0.79,-0.0015,0.0000,0.0053,0.746,0.006,0.000
