# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.1604,    0.0842,    131.989,    0.421,    12.584
0.8,    0.04,    0.0688,    0.1603,    0.0864,    135.717,    0.431,    12.580
1.5,    0.07,    0.1341,    0.1602,    0.0886,    138.700,    0.442,    12.571
2.2,    0.11,    0.1959,    0.1600,    0.0908,    142.429,    0.454,    12.557
3.0,    0.15,    0.2543,    0.1598,    0.0931,    146.157,    0.465,    12.540
3.7,    0.19,    0.3094,    0.1595,    0.0955,    149.886,    0.477,    12.513
4.4,    0.22,    0.3612,    0.1590,    0.0979,    153.614,    0.489,    12.477
5.2,    0.26,    0.4099,    0.1584,    0.1002,    157.343,    0.501,    12.428
5.9,    0.30,    0.4556,    0.1574,    0.1024,    161.071,    0.512,    12.353
6.7,    0.33,    0.4985,    0.1559,    0.1043,    164.054,    0.521,    12.237
7.4,    0.37,    0.5388,    0.1537,    0.1057,    165.545,    0.528,    12.064
8.1,    0.41,    0.5765,    0.1507,    0.1065,    167.037,    0.532,    11.823
8.9,    0.44,    0.6117,    0.1467,    0.1066,    167.037,    0.533,    11.512
9.7,    0.48,    0.6443,    0.1418,    0.1060,    166.291,    0.530,    11.129
10.4,    0.52,    0.6744,    0.1360,    0.1046,    164.054,    0.523,    10.671
11.1,    0.56,    0.7021,    0.1292,    0.1023,    160.325,    0.511,    10.137
11.8,    0.59,    0.7274,    0.1213,    0.0989,    155.106,    0.494,    9.519
12.6,    0.63,    0.7499,    0.1131,    0.0950,    149.140,    0.475,    8.879
13.3,    0.67,    0.7699,    0.1047,    0.0907,    142.429,    0.453,    8.220
14.1,    0.70,    0.7872,    0.0962,    0.0860,    134.972,    0.430,    7.549
14.8,    0.74,    0.8018,    0.0874,    0.0808,    126.769,    0.404,    6.859
15.6,    0.78,    0.8140,    0.0785,    0.0750,    117.821,    0.375,    6.156
16.3,    0.82,    0.8235,    0.0692,    0.0685,    107.381,    0.342,    5.431
17.0,    0.85,    0.8284,    0.0598,    0.0615,    96.195,    0.307,    4.693
17.8,    0.89,    0.8287,    0.0502,    0.0538,    84.264,    0.269,    3.937
18.5,    0.93,    0.8212,    0.0403,    0.0455,    71.587,    0.227,    3.163
19.3,    0.96,    0.7967,    0.0303,    0.0367,    57.419,    0.183,    2.380
20.0,    1.00,    0.7379,    0.0203,    0.0275,    43.251,    0.138,    1.592
20.7,    1.04,    0.5821,    0.0101,    0.0180,    28.337,    0.090,    0.792
21.5,    1.07,    -0.0255,    -0.0002,    0.0091,    14.168,    0.045,    -0.018
