# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.0979,    0.0363,    67.859,    0.129,    7.188
0.6,    0.02,    0.0637,    0.0966,    0.0366,    68.604,    0.131,    7.099
1.2,    0.05,    0.1245,    0.0952,    0.0370,    68.604,    0.132,    6.993
1.8,    0.07,    0.1823,    0.0937,    0.0372,    69.350,    0.133,    6.881
2.5,    0.10,    0.2372,    0.0919,    0.0374,    70.096,    0.133,    6.752
3.1,    0.12,    0.2892,    0.0901,    0.0376,    70.096,    0.134,    6.615
3.7,    0.14,    0.3382,    0.0880,    0.0377,    70.096,    0.134,    6.463
4.3,    0.17,    0.3843,    0.0858,    0.0377,    70.096,    0.134,    6.303
4.9,    0.19,    0.4274,    0.0834,    0.0377,    70.096,    0.134,    6.125
5.5,    0.22,    0.4675,    0.0808,    0.0376,    70.096,    0.134,    5.938
6.1,    0.24,    0.5046,    0.0781,    0.0374,    70.096,    0.133,    5.738
6.8,    0.27,    0.5387,    0.0752,    0.0371,    69.350,    0.132,    5.520
7.4,    0.29,    0.5699,    0.0721,    0.0367,    68.604,    0.131,    5.293
8.0,    0.31,    0.5981,    0.0688,    0.0361,    67.113,    0.129,    5.053
8.6,    0.34,    0.6234,    0.0653,    0.0354,    66.367,    0.126,    4.795
9.2,    0.36,    0.6457,    0.0616,    0.0346,    64.876,    0.123,    4.528
9.8,    0.39,    0.6653,    0.0578,    0.0336,    62.639,    0.120,    4.248
10.4,    0.41,    0.6821,    0.0539,    0.0325,    60.402,    0.116,    3.959
11.0,    0.43,    0.6968,    0.0499,    0.0312,    58.165,    0.111,    3.670
11.7,    0.46,    0.7087,    0.0458,    0.0297,    55.182,    0.106,    3.367
12.3,    0.48,    0.7179,    0.0417,    0.0280,    52.199,    0.100,    3.060
12.9,    0.51,    0.7242,    0.0374,    0.0262,    49.216,    0.093,    2.745
13.5,    0.53,    0.7273,    0.0330,    0.0241,    44.742,    0.086,    2.424
14.1,    0.56,    0.7270,    0.0285,    0.0218,    41.013,    0.078,    2.095
14.7,    0.58,    0.7198,    0.0240,    0.0193,    35.794,    0.069,    1.761
15.3,    0.60,    0.7011,    0.0193,    0.0166,    31.319,    0.059,    1.419
16.0,    0.63,    0.6644,    0.0146,    0.0138,    25.354,    0.049,    1.072
16.6,    0.65,    0.5937,    0.0098,    0.0107,    20.134,    0.038,    0.716
17.2,    0.68,    0.4355,    0.0049,    0.0076,    14.168,    0.027,    0.360
17.8,    0.70,    -0.0006,    0.0000,    0.0047,    8.948,    0.017,    0.000
