# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.1625,    0.3537,    6508.468,    2.590,    39.767
3.2,    0.04,    0.0205,    0.1630,    0.3416,    6286.996,    2.501,    39.883
6.5,    0.09,    0.0428,    0.1633,    0.3289,    6052.846,    2.408,    39.972
9.7,    0.13,    0.0669,    0.1636,    0.3159,    5812.730,    2.313,    40.030
13.0,    0.17,    0.0934,    0.1636,    0.3019,    5555.464,    2.210,    40.038
16.2,    0.22,    0.1222,    0.1635,    0.2881,    5301.180,    2.109,    40.021
19.4,    0.26,    0.1541,    0.1632,    0.2737,    5037.203,    2.004,    39.945
22.7,    0.30,    0.1892,    0.1627,    0.2592,    4770.242,    1.898,    39.820
25.9,    0.34,    0.2288,    0.1619,    0.2438,    4486.130,    1.785,    39.620
29.1,    0.39,    0.2732,    0.1608,    0.2281,    4198.290,    1.670,    39.349
32.4,    0.43,    0.3231,    0.1591,    0.2120,    3902.247,    1.553,    38.935
35.6,    0.47,    0.3779,    0.1564,    0.1961,    3609.187,    1.436,    38.281
38.8,    0.52,    0.4375,    0.1530,    0.1807,    3325.076,    1.323,    37.441
42.1,    0.56,    0.4994,    0.1489,    0.1669,    3070.792,    1.222,    36.431
45.3,    0.60,    0.5637,    0.1438,    0.1538,    2830.677,    1.126,    35.203
48.6,    0.65,    0.6284,    0.1379,    0.1418,    2609.204,    1.038,    33.753
51.8,    0.69,    0.6905,    0.1309,    0.1307,    2404.136,    0.957,    32.041
55.0,    0.73,    0.7445,    0.1226,    0.1206,    2218.457,    0.883,    29.999
58.3,    0.78,    0.7846,    0.1136,    0.1123,    2065.589,    0.822,    27.801
61.5,    0.82,    0.8144,    0.1038,    0.1044,    1920.177,    0.764,    25.417
64.8,    0.86,    0.8367,    0.0942,    0.0970,    1784.460,    0.710,    23.055
68.0,    0.90,    0.8557,    0.0847,    0.0896,    1647.997,    0.656,    20.738
71.3,    0.95,    0.8729,    0.0750,    0.0814,    1498.111,    0.596,    18.353
74.5,    0.99,    0.8877,    0.0650,    0.0726,    1335.548,    0.531,    15.916
77.7,    1.03,    0.8999,    0.0549,    0.0630,    1159.563,    0.461,    13.429
81.0,    1.08,    0.9077,    0.0444,    0.0527,    969.410,    0.386,    10.871
84.2,    1.12,    0.9067,    0.0337,    0.0417,    767.325,    0.305,    8.260
87.4,    1.16,    0.8898,    0.0228,    0.0298,    548.835,    0.218,    5.587
90.7,    1.21,    0.8231,    0.0116,    0.0169,    311.703,    0.124,    2.829
93.9,    1.25,    -0.0163,    -0.0001,    0.0039,    72.333,    0.029,    -0.013
