# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.1113,    0.1209,    626.388,    1.995,    22.704
1.2,    0.05,    0.0443,    0.1117,    0.1199,    621.168,    1.978,    22.793
2.4,    0.10,    0.0897,    0.1122,    0.1190,    616.694,    1.963,    22.886
3.6,    0.14,    0.1362,    0.1126,    0.1180,    611.474,    1.948,    22.975
4.8,    0.19,    0.1836,    0.1131,    0.1172,    607.745,    1.934,    23.068
6.0,    0.24,    0.2320,    0.1135,    0.1164,    603.271,    1.921,    23.153
7.2,    0.29,    0.2812,    0.1138,    0.1156,    598.797,    1.907,    23.229
8.4,    0.33,    0.3313,    0.1141,    0.1148,    595.068,    1.893,    23.286
9.7,    0.38,    0.3821,    0.1143,    0.1139,    590.594,    1.880,    23.326
10.9,    0.43,    0.4334,    0.1144,    0.1131,    586.120,    1.865,    23.344
12.1,    0.48,    0.4855,    0.1144,    0.1121,    580.900,    1.850,    23.340
13.3,    0.52,    0.5380,    0.1142,    0.1111,    575.680,    1.833,    23.295
14.5,    0.57,    0.5911,    0.1137,    0.1099,    569.715,    1.813,    23.206
15.7,    0.62,    0.6440,    0.1130,    0.1086,    563.003,    1.792,    23.064
16.9,    0.67,    0.6968,    0.1118,    0.1069,    554.055,    1.764,    22.810
18.1,    0.71,    0.7477,    0.1090,    0.1041,    539.887,    1.717,    22.246
19.4,    0.76,    0.7911,    0.1040,    0.1001,    519.007,    1.652,    21.222
20.6,    0.81,    0.8208,    0.0977,    0.0963,    498.873,    1.589,    19.937
21.8,    0.86,    0.8427,    0.0907,    0.0922,    477.994,    1.521,    18.509
23.0,    0.90,    0.8609,    0.0830,    0.0872,    451.894,    1.438,    16.934
24.2,    0.95,    0.8763,    0.0752,    0.0817,    423.558,    1.348,    15.346
25.4,    1.00,    0.8898,    0.0673,    0.0756,    392.238,    1.248,    13.741
26.6,    1.05,    0.9012,    0.0593,    0.0689,    357.190,    1.137,    12.108
27.8,    1.09,    0.9109,    0.0512,    0.0616,    319.160,    1.016,    10.449
29.0,    1.14,    0.9164,    0.0430,    0.0536,    278.146,    0.884,    8.772
30.2,    1.19,    0.9190,    0.0347,    0.0449,    232.658,    0.740,    7.073
31.4,    1.24,    0.9135,    0.0262,    0.0355,    184.188,    0.586,    5.347
32.6,    1.29,    0.8877,    0.0176,    0.0254,    131.989,    0.420,    3.585
33.8,    1.33,    0.8000,    0.0088,    0.0147,    76.061,    0.242,    1.797
35.0,    1.38,    0.0002,    0.0000,    0.0047,    23.862,    0.077,    0.000
