# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.1145,    0.1455,    8893.962,    5.308,    86.118
3.7,    0.05,    0.0366,    0.1149,    0.1440,    8806.715,    5.256,    86.407
7.5,    0.09,    0.0738,    0.1153,    0.1434,    8765.702,    5.232,    86.718
11.2,    0.14,    0.1123,    0.1156,    0.1417,    8665.778,    5.172,    86.976
14.9,    0.18,    0.1519,    0.1159,    0.1401,    8565.854,    5.113,    87.212
18.6,    0.23,    0.1927,    0.1162,    0.1383,    8456.982,    5.047,    87.408
22.4,    0.28,    0.2371,    0.1163,    0.1350,    8254.898,    4.927,    87.492
26.1,    0.32,    0.2809,    0.1165,    0.1331,    8139.314,    4.858,    87.603
29.8,    0.37,    0.3244,    0.1166,    0.1319,    8065.490,    4.814,    87.706
33.6,    0.41,    0.3668,    0.1167,    0.1314,    8032.679,    4.794,    87.808
37.3,    0.46,    0.4177,    0.1166,    0.1280,    7827.612,    4.672,    87.692
41.0,    0.50,    0.4522,    0.1169,    0.1304,    7974.514,    4.760,    87.919
44.7,    0.55,    0.4881,    0.1171,    0.1321,    8075.184,    4.819,    88.088
48.5,    0.60,    0.5174,    0.1175,    0.1354,    8280.251,    4.942,    88.377
52.2,    0.64,    0.5559,    0.1175,    0.1358,    8301.131,    4.954,    88.395
55.9,    0.69,    0.6050,    0.1171,    0.1332,    8146.025,    4.862,    88.106
59.7,    0.73,    0.6709,    0.1162,    0.1271,    7770.193,    4.637,    87.376
63.4,    0.78,    0.7015,    0.1159,    0.1288,    7875.336,    4.700,    87.150
67.1,    0.83,    0.7456,    0.1144,    0.1267,    7744.839,    4.622,    86.038
70.9,    0.87,    0.7830,    0.1093,    0.1217,    7439.102,    4.440,    82.216
74.6,    0.92,    0.8022,    0.1028,    0.1175,    7184.818,    4.288,    77.292
78.3,    0.96,    0.8245,    0.0948,    0.1108,    6775.429,    4.044,    71.341
82.0,    1.01,    0.8511,    0.0835,    0.0990,    6051.354,    3.612,    62.778
85.7,    1.06,    0.8690,    0.0722,    0.0877,    5361.582,    3.200,    54.326
89.5,    1.10,    0.8768,    0.0622,    0.0781,    4773.971,    2.849,    46.773
93.2,    1.15,    0.8793,    0.0504,    0.0657,    4018.577,    2.398,    37.903
97.0,    1.19,    0.8755,    0.0381,    0.0519,    3169.970,    1.892,    28.629
100.7,    1.24,    0.8384,    0.0256,    0.0378,    2308.687,    1.378,    19.225
104.4,    1.28,    0.6989,    0.0131,    0.0241,    1474.249,    0.880,    9.866
108.1,    1.33,    0.0807,    0.0007,    0.0118,    720.346,    0.430,    0.538
