# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.1022,    0.0383,    1744.192,    1.666,    73.333
1.3,    0.02,    0.0569,    0.1005,    0.0374,    1703.924,    1.627,    72.066
2.7,    0.04,    0.1140,    0.0985,    0.0366,    1667.385,    1.592,    70.642
4.0,    0.06,    0.1705,    0.0963,    0.0359,    1635.320,    1.562,    69.094
5.4,    0.08,    0.2254,    0.0940,    0.0353,    1609.966,    1.538,    67.435
6.7,    0.11,    0.2781,    0.0915,    0.0349,    1588.341,    1.517,    65.669
8.1,    0.13,    0.3285,    0.0889,    0.0344,    1567.461,    1.497,    63.805
9.4,    0.15,    0.3765,    0.0862,    0.0340,    1546.582,    1.477,    61.844
10.8,    0.17,    0.4219,    0.0833,    0.0335,    1524.956,    1.456,    59.793
12.1,    0.19,    0.4648,    0.0804,    0.0330,    1501.840,    1.434,    57.640
13.5,    0.21,    0.5048,    0.0772,    0.0324,    1476.486,    1.410,    55.394
14.8,    0.23,    0.5422,    0.0740,    0.0318,    1448.149,    1.383,    53.072
16.1,    0.25,    0.5771,    0.0706,    0.0311,    1417.575,    1.354,    50.683
17.5,    0.28,    0.6099,    0.0672,    0.0304,    1382.528,    1.320,    48.219
18.8,    0.30,    0.6404,    0.0637,    0.0295,    1343.751,    1.283,    45.683
20.2,    0.32,    0.6688,    0.0600,    0.0285,    1299.755,    1.241,    43.063
21.5,    0.34,    0.6949,    0.0563,    0.0275,    1252.030,    1.195,    40.408
22.9,    0.36,    0.7187,    0.0525,    0.0263,    1198.340,    1.144,    37.659
24.2,    0.38,    0.7402,    0.0486,    0.0250,    1140.175,    1.088,    34.843
25.6,    0.40,    0.7587,    0.0446,    0.0236,    1077.536,    1.029,    31.974
26.9,    0.42,    0.7739,    0.0405,    0.0222,    1009.678,    0.964,    29.042
28.3,    0.44,    0.7853,    0.0363,    0.0206,    937.345,    0.895,    26.062
29.6,    0.47,    0.7918,    0.0321,    0.0189,    860.538,    0.822,    23.015
30.9,    0.49,    0.7920,    0.0278,    0.0171,    778.511,    0.743,    19.924
32.3,    0.51,    0.7823,    0.0233,    0.0152,    690.518,    0.659,    16.734
33.6,    0.53,    0.7556,    0.0188,    0.0132,    601.034,    0.574,    13.505
35.0,    0.55,    0.7019,    0.0142,    0.0112,    508.567,    0.486,    10.213
36.3,    0.57,    0.6000,    0.0096,    0.0091,    414.609,    0.396,    6.850
37.7,    0.59,    0.4056,    0.0048,    0.0070,    319.905,    0.306,    3.447
39.0,    0.61,    -0.0032,    0.0000,    0.0050,    226.693,    0.217,    -0.018
