# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.2251,    0.2924,    5801.545,    2.052,    55.821
3.7,    0.05,    0.0360,    0.2238,    0.2859,    5674.030,    2.007,    55.509
7.4,    0.09,    0.0735,    0.2245,    0.2813,    5581.564,    1.974,    55.683
11.0,    0.14,    0.1122,    0.2237,    0.2752,    5460.760,    1.931,    55.474
14.7,    0.18,    0.1525,    0.2228,    0.2689,    5336.228,    1.887,    55.260
18.4,    0.23,    0.1935,    0.2219,    0.2639,    5237.796,    1.852,    55.038
22.1,    0.28,    0.2361,    0.2216,    0.2592,    5143.838,    1.819,    54.971
25.8,    0.32,    0.2784,    0.2198,    0.2543,    5046.897,    1.785,    54.513
29.5,    0.37,    0.3262,    0.2177,    0.2456,    4873.894,    1.724,    53.984
33.1,    0.41,    0.3755,    0.2161,    0.2384,    4729.974,    1.673,    53.606
36.8,    0.46,    0.4248,    0.2125,    0.2302,    4567.412,    1.615,    52.703
40.5,    0.51,    0.4732,    0.2083,    0.2229,    4422.746,    1.564,    51.671
44.2,    0.55,    0.5194,    0.2031,    0.2160,    4285.537,    1.516,    50.376
47.9,    0.60,    0.5734,    0.2002,    0.2089,    4145.346,    1.466,    49.655
51.5,    0.64,    0.6210,    0.1930,    0.2002,    3973.835,    1.405,    47.867
55.2,    0.69,    0.6607,    0.1851,    0.1934,    3838.117,    1.357,    45.915
58.9,    0.74,    0.6954,    0.1754,    0.1857,    3684.503,    1.303,    43.499
62.6,    0.78,    0.7256,    0.1628,    0.1756,    3483.910,    1.232,    40.385
66.3,    0.83,    0.7485,    0.1502,    0.1662,    3297.485,    1.166,    37.245
70.0,    0.87,    0.7683,    0.1376,    0.1565,    3106.586,    1.099,    34.118
73.6,    0.92,    0.7831,    0.1243,    0.1461,    2899.281,    1.025,    30.831
77.3,    0.97,    0.7945,    0.1112,    0.1353,    2683.774,    0.949,    27.579
81.0,    1.01,    0.8013,    0.0980,    0.1238,    2456.335,    0.869,    24.296
84.7,    1.06,    0.7898,    0.0841,    0.1127,    2237.100,    0.791,    20.862
88.4,    1.10,    0.7714,    0.0715,    0.1024,    2032.778,    0.719,    17.744
92.0,    1.15,    0.7384,    0.0584,    0.0911,    1806.831,    0.639,    14.497
95.7,    1.20,    0.6697,    0.0450,    0.0803,    1594.306,    0.564,    11.152
99.4,    1.24,    0.5361,    0.0288,    0.0667,    1323.617,    0.468,    7.139
103.1,    1.29,    0.3157,    0.0130,    0.0530,    1051.437,    0.372,    3.221
106.8,    1.33,    -0.0319,    -0.0009,    0.0394,    782.239,    0.277,    -0.231
