# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1133,0.0562,68.604,0.093,5.160
0.9,0.03,0.0665,0.1132,0.0573,69.350,0.095,5.160
1.8,0.07,0.1303,0.1131,0.0584,70.841,0.097,5.151
2.7,0.10,0.1914,0.1130,0.0595,72.333,0.099,5.147
3.6,0.13,0.2498,0.1127,0.0607,73.824,0.101,5.133
4.5,0.17,0.3055,0.1124,0.0618,75.316,0.102,5.120
5.4,0.20,0.3583,0.1119,0.0630,76.807,0.104,5.098
6.3,0.24,0.4084,0.1112,0.0641,77.553,0.106,5.067
7.2,0.27,0.4556,0.1103,0.0651,79.044,0.108,5.026
8.0,0.30,0.5000,0.1091,0.0660,80.536,0.109,4.969
9.0,0.34,0.5415,0.1075,0.0668,81.281,0.111,4.897
9.9,0.37,0.5801,0.1056,0.0673,82.027,0.112,4.809
10.8,0.40,0.6158,0.1031,0.0675,82.027,0.112,4.697
11.7,0.44,0.6484,0.1000,0.0674,82.027,0.112,4.559
12.6,0.47,0.6779,0.0964,0.0669,81.281,0.111,4.390
13.5,0.50,0.7042,0.0918,0.0657,79.790,0.109,4.181
14.3,0.54,0.7272,0.0861,0.0637,77.553,0.106,3.923
15.2,0.57,0.7464,0.0803,0.0615,74.570,0.102,3.656
16.1,0.61,0.7620,0.0743,0.0590,71.587,0.098,3.385
17.0,0.64,0.7741,0.0683,0.0563,68.604,0.093,3.109
17.9,0.67,0.7832,0.0621,0.0533,64.876,0.088,2.829
18.8,0.71,0.7897,0.0557,0.0498,60.402,0.082,2.540
19.7,0.74,0.7938,0.0492,0.0458,55.927,0.076,2.242
20.6,0.77,0.7958,0.0426,0.0414,49.962,0.069,1.939
21.5,0.81,0.7943,0.0358,0.0363,43.996,0.060,1.628
22.4,0.84,0.7872,0.0288,0.0308,37.285,0.051,1.312
23.3,0.87,0.7672,0.0217,0.0247,29.828,0.041,0.988
24.2,0.91,0.7196,0.0145,0.0183,22.371,0.030,0.663
25.1,0.94,0.5889,0.0073,0.0116,14.168,0.019,0.334
26.0,0.97,-0.0021,0.0000,0.0054,6.711,0.009,0.000
