# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.1020,    0.0520,    1411.610,    2.697,    63.805
1.0,    0.02,    0.0476,    0.1006,    0.0505,    1369.851,    2.616,    62.965
2.1,    0.05,    0.0968,    0.0992,    0.0489,    1328.837,    2.537,    62.039
3.1,    0.07,    0.1472,    0.0975,    0.0475,    1288.569,    2.461,    61.021
4.2,    0.10,    0.1986,    0.0958,    0.0460,    1249.793,    2.388,    59.909
5.2,    0.12,    0.2507,    0.0938,    0.0447,    1213.254,    2.317,    58.694
6.2,    0.14,    0.3030,    0.0917,    0.0434,    1177.460,    2.248,    57.373
7.2,    0.17,    0.3551,    0.0894,    0.0421,    1143.158,    2.183,    55.945
8.3,    0.19,    0.4064,    0.0870,    0.0409,    1109.601,    2.119,    54.402
9.3,    0.21,    0.4565,    0.0843,    0.0397,    1077.536,    2.058,    52.734
10.4,    0.24,    0.5045,    0.0814,    0.0385,    1046.217,    1.999,    50.950
11.4,    0.26,    0.5499,    0.0783,    0.0374,    1016.389,    1.941,    49.015
12.4,    0.29,    0.5920,    0.0750,    0.0363,    985.815,    1.883,    46.942
13.5,    0.31,    0.6297,    0.0714,    0.0352,    955.242,    1.825,    44.665
14.5,    0.33,    0.6625,    0.0676,    0.0341,    926.159,    1.768,    42.285
15.6,    0.36,    0.6909,    0.0637,    0.0330,    897.077,    1.713,    39.874
16.6,    0.38,    0.7170,    0.0598,    0.0319,    865.012,    1.652,    37.405
17.6,    0.41,    0.7408,    0.0557,    0.0305,    829.218,    1.584,    34.870
18.6,    0.43,    0.7621,    0.0516,    0.0291,    789.696,    1.508,    32.272
19.7,    0.45,    0.7808,    0.0473,    0.0275,    746.446,    1.426,    29.612
20.7,    0.48,    0.7967,    0.0430,    0.0258,    699.466,    1.336,    26.898
21.8,    0.50,    0.8090,    0.0386,    0.0239,    648.759,    1.239,    24.127
22.8,    0.53,    0.8170,    0.0340,    0.0219,    594.323,    1.135,    21.298
23.8,    0.55,    0.8189,    0.0294,    0.0197,    536.158,    1.024,    18.416
24.9,    0.57,    0.8117,    0.0247,    0.0175,    474.265,    0.905,    15.475
25.9,    0.60,    0.7904,    0.0199,    0.0151,    408.644,    0.781,    12.477
27.0,    0.62,    0.7472,    0.0151,    0.0125,    340.039,    0.650,    9.430
28.0,    0.64,    0.6669,    0.0101,    0.0098,    265.469,    0.507,    6.321
29.0,    0.67,    0.4908,    0.0051,    0.0069,    187.916,    0.358,    3.172
30.0,    0.69,    -0.0028,    0.0000,    0.0040,    109.618,    0.209,    -0.009
