# V,    J,    eta_p,    CT,    CP,    P,    Q,    T
0.0,    0.00,    0.0000,    0.0933,    0.0359,    7.457,    0.074,    2.335
0.2,    0.02,    0.0624,    0.0923,    0.0362,    8.203,    0.075,    2.309
0.4,    0.05,    0.1222,    0.0911,    0.0365,    8.203,    0.076,    2.282
0.6,    0.07,    0.1794,    0.0898,    0.0368,    8.203,    0.076,    2.246
0.8,    0.10,    0.2340,    0.0884,    0.0370,    8.203,    0.077,    2.211
1.1,    0.12,    0.2858,    0.0868,    0.0372,    8.203,    0.077,    2.171
1.3,    0.15,    0.3348,    0.0850,    0.0373,    8.203,    0.077,    2.126
1.5,    0.17,    0.3809,    0.0830,    0.0374,    8.203,    0.078,    2.077
1.7,    0.20,    0.4241,    0.0809,    0.0374,    8.203,    0.078,    2.024
1.9,    0.22,    0.4642,    0.0786,    0.0373,    8.203,    0.077,    1.966
2.1,    0.24,    0.5012,    0.0760,    0.0371,    8.203,    0.077,    1.904
2.3,    0.27,    0.5351,    0.0733,    0.0369,    8.203,    0.076,    1.833
2.5,    0.29,    0.5657,    0.0703,    0.0365,    8.203,    0.076,    1.761
2.8,    0.32,    0.5931,    0.0672,    0.0361,    8.203,    0.075,    1.681
3.0,    0.34,    0.6172,    0.0637,    0.0354,    7.457,    0.073,    1.592
3.2,    0.37,    0.6380,    0.0601,    0.0346,    7.457,    0.072,    1.503
3.4,    0.39,    0.6556,    0.0564,    0.0337,    7.457,    0.070,    1.410
3.6,    0.42,    0.6703,    0.0525,    0.0326,    7.457,    0.068,    1.317
3.8,    0.44,    0.6824,    0.0486,    0.0314,    6.711,    0.065,    1.219
4.0,    0.47,    0.6920,    0.0446,    0.0300,    6.711,    0.062,    1.117
4.2,    0.49,    0.6992,    0.0406,    0.0284,    5.966,    0.059,    1.014
4.5,    0.51,    0.7034,    0.0364,    0.0266,    5.966,    0.055,    0.912
4.7,    0.54,    0.7038,    0.0321,    0.0246,    5.220,    0.051,    0.805
4.9,    0.56,    0.7003,    0.0277,    0.0223,    4.474,    0.046,    0.694
5.1,    0.59,    0.6902,    0.0232,    0.0198,    4.474,    0.041,    0.583
5.3,    0.61,    0.6669,    0.0187,    0.0172,    3.728,    0.036,    0.467
5.5,    0.64,    0.6230,    0.0141,    0.0144,    2.983,    0.030,    0.351
5.7,    0.66,    0.5433,    0.0094,    0.0115,    2.237,    0.024,    0.236
5.9,    0.69,    0.3849,    0.0047,    0.0084,    1.491,    0.018,    0.120
6.2,    0.71,    -0.0014,    0.0000,    0.0056,    1.491,    0.012,    0.000
