# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1095,0.1280,891.857,1.419,21.458
1.4,0.04,0.0347,0.1098,0.1254,873.960,1.391,21.512
2.8,0.08,0.0710,0.1100,0.1228,855.318,1.362,21.561
4.2,0.12,0.1091,0.1102,0.1201,836.675,1.332,21.605
5.6,0.16,0.1492,0.1104,0.1172,817.287,1.300,21.636
7.1,0.20,0.1914,0.1105,0.1144,797.153,1.268,21.658
8.4,0.24,0.2358,0.1105,0.1114,776.274,1.235,21.663
9.9,0.28,0.2827,0.1105,0.1084,755.394,1.202,21.645
11.3,0.32,0.3321,0.1102,0.1052,733.023,1.167,21.601
12.7,0.36,0.3840,0.1098,0.1019,709.906,1.130,21.512
14.1,0.40,0.4384,0.1091,0.0985,686.790,1.093,21.374
15.5,0.44,0.4947,0.1080,0.0951,662.927,1.055,21.160
16.9,0.48,0.5523,0.1062,0.0914,636.828,1.014,20.818
18.3,0.51,0.6092,0.1038,0.0877,611.474,0.973,20.337
19.7,0.55,0.6627,0.1006,0.0842,586.866,0.933,19.710
21.1,0.59,0.7112,0.0967,0.0808,563.003,0.896,18.945
22.5,0.63,0.7535,0.0920,0.0774,539.141,0.859,18.038
24.0,0.67,0.7890,0.0867,0.0739,515.279,0.820,16.979
25.3,0.71,0.8173,0.0805,0.0702,489.179,0.779,15.778
26.8,0.75,0.8385,0.0737,0.0661,460.843,0.733,14.434
28.2,0.79,0.8548,0.0668,0.0619,431.760,0.687,13.100
29.6,0.83,0.8689,0.0599,0.0573,399.695,0.636,11.734
31.0,0.87,0.8806,0.0528,0.0522,363.902,0.579,10.342
32.4,0.91,0.8894,0.0456,0.0467,325.125,0.518,8.928
33.8,0.95,0.8943,0.0382,0.0406,283.366,0.451,7.495
35.2,0.99,0.8940,0.0308,0.0341,237.878,0.378,6.032
36.6,1.03,0.8815,0.0232,0.0271,188.662,0.300,4.542
38.0,1.07,0.8380,0.0155,0.0198,137.954,0.220,3.043
39.4,1.11,0.7072,0.0078,0.0123,85.755,0.136,1.535
40.9,1.15,-0.0025,0.0000,0.0047,32.811,0.052,0.000
